m,year,GOV,Cash/TA
3669 圓展,2011,19.26,0.305779899
3679 新至陞,2011,33.06,0.038525224
3686 達能,2010,28.22,0.225832022
3686 達能,2011,16.11,0.326910016
3694 海華,2011,32.09,0.098978218
3698 隆達,2011,28.16,0.075989831
3701 大眾控,2005,9.33,0.002297888
3701 大眾控,2006,17.47,0.001238503
3701 大眾控,2007,7.1,0.001390969
3701 大眾控,2008,17.87,0.004406455
3701 大眾控,2009,54.08,0.004959425
3701 大眾控,2010,52.69,0.003255905
3701 大眾控,2011,74.29,0.002183666
3702 大聯大,2006,15.06,0.003435037
3702 大聯大,2007,15.02,0.01742901
3702 大聯大,2008,15.97,0.005620904
3702 大聯大,2009,14.14,0.013898154
3702 大聯大,2010,7.94,0.003615316
3702 大聯大,2011,10.82,0.000852937
3704 合勤控,2011,11.06,0.005270084
4904 遠傳,2001,20.93,0.053167361
4904 遠傳,2002,19.02,0.038071675
4904 遠傳,2003,18.66,0.0401521
4904 遠傳,2004,27.85,0.036744775
4904 遠傳,2005,26.13,0.026195762
4904 遠傳,2006,22.59,0.034481186
4904 遠傳,2007,25.6,0.039129143
4904 遠傳,2008,22.21,0.005909363
4904 遠傳,2009,24.29,0.030716502
4904 遠傳,2010,23.81,0.007336778
4904 遠傳,2011,28.18,0.016313554
4906 正文,2002,10.6,0.034590804
4906 正文,2003,11.46,0.005312048
4906 正文,2004,12.81,0.076509649
4906 正文,2005,12.24,0.118711063
4906 正文,2006,10.7,0.147953069
4906 正文,2007,16.62,0.186862884
4906 正文,2008,11.22,0.19085995
4906 正文,2009,13.57,0.058973742
4906 正文,2010,13.13,0.060302399
4906 正文,2011,12.55,0.035921032
4919 新唐,2010,16.35,0.256822873
4919 新唐,2011,10.18,0.231422602
4934 太極,2011,12.46,0.072209627
4938 和碩,2010,24.44,0.059370772
4938 和碩,2011,37.62,0.031033985
4942 嘉彰,2011,19.67,0.087876658
4952 凌通,2011,28.21,0.313608036
4956 光鋐,2011,25.62,0.2033783
4960 奇美材,2011,9.66,0.011318385
5203 訊連,2000,24.76,0.64740597
5203 訊連,2001,13.14,0.308038179
5203 訊連,2002,23.08,0.190618266
5203 訊連,2003,15.59,0.074761801
5203 訊連,2004,16.86,0.043898044
5203 訊連,2005,18.1,0.516757973
5203 訊連,2006,20.69,0.059863121
5203 訊連,2007,28.03,0.09526081
5203 訊連,2008,40.8,0.431920088
5203 訊連,2009,36.47,0.251577162
5203 訊連,2010,28.78,0.195116348
5203 訊連,2011,30.85,0.263426201
5305 敦南,1995,0,0.127690829
5305 敦南,1996,5.42,0.447376329
5305 敦南,1997,4.26,0.402172736
5305 敦南,1998,5.39,0.28099675
5305 敦南,1999,4.53,0.175106681
5305 敦南,2000,4.28,0.058532917
5305 敦南,2001,29.29,0.035832599
5305 敦南,2002,48.7,0.054383529
5305 敦南,2003,39.14,0.048846038
5305 敦南,2004,35.5,0.05205486
5305 敦南,2005,31.51,0.032545531
5305 敦南,2006,37.09,0.031673773
5305 敦南,2007,40.94,0.029721757
5305 敦南,2008,40.6,0.037982717
5305 敦南,2009,43.47,0.041637235
5305 敦南,2010,38.01,0.03045144
5305 敦南,2011,38.72,0.029021962
5388 中磊,1999,25.62,0.074596951
5388 中磊,2000,15.83,0.024229674
5388 中磊,2001,17.88,0.1414563
5388 中磊,2002,15.48,0.024178095
5388 中磊,2003,13.96,0.036634999
5388 中磊,2004,16.93,0.148018869
5388 中磊,2005,11.84,0.104292372
5388 中磊,2006,14.95,0.166045352
5388 中磊,2007,20.77,0.204476046
5388 中磊,2008,16.27,0.202306938
5388 中磊,2009,16.35,0.22648292
5388 中磊,2010,13.55,0.222258837
5388 中磊,2011,13.32,0.226763349
5434 崇越,2000,12.97,0.10009413
5434 崇越,2001,5.71,0.107580488
5434 崇越,2002,4.36,0.033668065
5434 崇越,2003,5.64,0.063051899
5434 崇越,2004,4.79,0.062677902
5434 崇越,2005,4.58,0.050753628
5434 崇越,2006,4.27,0.030674494
5434 崇越,2007,14.07,0.009981202
5434 崇越,2008,5.15,0.018113884
5434 崇越,2009,6.45,0.073618585
5434 崇越,2010,6.39,0.105319591
5434 崇越,2011,7.55,0.076125599
5469 瀚宇博,2001,0,0.063051841
5469 瀚宇博,2002,12.75,0.020323671
5469 瀚宇博,2003,23.69,0.120962324
5469 瀚宇博,2004,0,0.147807647
5469 瀚宇博,2005,27.42,0.135295706
5469 瀚宇博,2006,32.14,0.103618592
5469 瀚宇博,2007,21.77,0.05507963
5469 瀚宇博,2008,18.73,0.026497038
5469 瀚宇博,2009,19.94,0.05107994
5469 瀚宇博,2010,21.07,0.045188115
5469 瀚宇博,2011,18.75,0.053444269
5471 松翰,2000,15.23,0.327865381
5471 松翰,2001,9.3,0.186748599
5471 松翰,2002,12.43,0.087343895
5471 松翰,2003,11.73,0.127781479
5471 松翰,2004,10.61,0.255894512
5471 松翰,2005,16.46,0.213658676
5471 松翰,2006,15.05,0.196345978
5471 松翰,2007,8.83,0.132610635
5471 松翰,2008,10.01,0.275578859
5471 松翰,2009,12.99,0.302898362
5471 松翰,2010,16.1,0.30205322
5471 松翰,2011,16.87,0.337405691
5484 慧友,2001,14.69,0.086845473
5484 慧友,2002,10.58,0.158942208
5484 慧友,2003,17.4,0.126945022
5484 慧友,2004,20.15,0.092158036
5484 慧友,2005,22.78,0.162454972
5484 慧友,2006,29.8,0.103066829
5484 慧友,2007,22.27,0.26492277
5484 慧友,2008,19.78,0.186351144
5484 慧友,2009,22.63,0.214286981
5484 慧友,2010,22.52,0.078650457
5484 慧友,2011,22.26,0.093012608
6108 競國,2001,0,0.053341788
6108 競國,2002,0,0.035166503
6108 競國,2003,34.47,0.094793842
6108 競國,2004,30.5,0.082975368
6108 競國,2005,17.03,0.18620189
6108 競國,2006,15.02,0.097646824
6108 競國,2007,21.24,0.033210672
6108 競國,2008,20.34,0.035454017
6108 競國,2009,15.87,0.057711824
6108 競國,2010,15.01,0.050305556
6108 競國,2011,13.27,0.052122738
6112 聚碩,2001,6.03,0.080389219
6112 聚碩,2002,1.74,0.050776821
6112 聚碩,2003,5.06,0.027604114
6112 聚碩,2004,6.4,0.039198766
6112 聚碩,2005,8.44,0.029783268
6112 聚碩,2006,9.39,0.021203168
6112 聚碩,2007,18.91,0.024248646
6112 聚碩,2008,8.28,0.064868888
6112 聚碩,2009,14.11,0.039816669
6112 聚碩,2010,8.01,0.050418336
6112 聚碩,2011,6.14,0.024879985
6115 鎰勝,2001,46.22,0.085931369
6115 鎰勝,2002,40.69,0.041322975
6115 鎰勝,2003,25.5,0.025851628
6115 鎰勝,2004,31.08,0.026098546
6115 鎰勝,2005,31.18,0.039705246
6115 鎰勝,2006,27.72,0.059460593
6115 鎰勝,2007,31.44,0.06952244
6115 鎰勝,2008,30.37,0.110864458
6115 鎰勝,2009,29.72,0.159557386
6115 鎰勝,2010,30.52,0.112589752
6115 鎰勝,2011,31.69,0.078192241
6116 彩晶,2001,11.14,0.058214527
6116 彩晶,2002,12.65,0.164352501
6116 彩晶,2003,19.43,0.233670543
6116 彩晶,2004,16.64,0.098693028
6116 彩晶,2005,17.63,0.08302666
6116 彩晶,2006,13.54,0.048780075
6116 彩晶,2007,12.45,0.085849464
6116 彩晶,2008,12.53,0.070371253
6116 彩晶,2009,9.18,0.167438863
6116 彩晶,2010,6.26,0.081360989
6116 彩晶,2011,14.92,0.107797459
6117 迎廣,2001,36.51,0.147736547
6117 迎廣,2002,20.58,0.090963122
6117 迎廣,2003,26.01,0.028088668
6117 迎廣,2004,19.4,0.172082662
6117 迎廣,2005,7.52,0.15174254
6117 迎廣,2006,8.69,0.106785172
6117 迎廣,2007,21.82,0.133353624
6117 迎廣,2008,27.52,0.143562906
6117 迎廣,2009,29.78,0.210445319
6117 迎廣,2010,23.95,0.142125948
6117 迎廣,2011,22.53,0.163029909
6120 輔祥,2002,16.09,0.129229822
6120 輔祥,2003,9,0.052546732
6120 輔祥,2004,11.46,0.075172368
6120 輔祥,2005,14.75,0.146296582
6120 輔祥,2006,14.25,0.078221477
6120 輔祥,2007,10.36,0.071824612
6120 輔祥,2008,23.69,0.069939774
6120 輔祥,2009,5.46,0.06227249
6120 輔祥,2010,9.97,0.036320377
6120 輔祥,2011,11.94,0.079888252
6128 上福,2001,35.72,0.049264107
6128 上福,2002,13.35,0.240008729
6128 上福,2003,20.21,0.207211857
6128 上福,2004,19.54,0.326116345
6128 上福,2005,22.52,0.114581331
6128 上福,2006,24.54,0.160572455
6128 上福,2007,17.69,0.035489473
6128 上福,2008,20.63,0.016983332
6128 上福,2009,25.53,0.059699235
6128 上福,2010,17.7,0.076519549
6128 上福,2011,17.77,0.03049082
6131 悠克,2001,24.19,0.140445495
6131 悠克,2002,18.66,0.196219326
6131 悠克,2003,11.27,0.290821208
6131 悠克,2004,17.39,0.254713572
6131 悠克,2005,11.33,0.242848333
6131 悠克,2006,10.8,0.266956708
6131 悠克,2007,11.46,0.303844992
6131 悠克,2008,16.31,0.229362061
6131 悠克,2009,18.39,0.284861467
6131 悠克,2010,18.13,0.277399255
6131 悠克,2011,17.32,0.252015219
6133 金橋,2002,21.83,0.146320173
6133 金橋,2003,23.79,0.066470472
6133 金橋,2004,22.34,0.206324794
6133 金橋,2005,21.91,0.141878779
6133 金橋,2006,33.96,0.122814671
6133 金橋,2007,19.53,0.043875972
6133 金橋,2008,18.58,0.05689282
6133 金橋,2009,23.88,0.071737158
6133 金橋,2010,26.9,0.077452022
6133 金橋,2011,28.67,0.041245049
6136 富爾特,2002,11.55,0.131212076
6136 富爾特,2003,15.15,0.028247248
6136 富爾特,2004,6.08,0.227811803
6136 富爾特,2005,7.93,0.213530304
6136 富爾特,2006,16.43,0.211050464
6136 富爾特,2007,15.9,0.127988619
6136 富爾特,2008,13.26,0.20589823
6136 富爾特,2009,7.08,0.139698161
6136 富爾特,2010,6.5,0.144251865
6136 富爾特,2011,6.44,0.130662572
6139 亞翔,2002,39.77,0.088601016
6139 亞翔,2003,36.89,0.324843796
6139 亞翔,2004,35.38,0.286242574
6139 亞翔,2005,32.98,0.453078757
6139 亞翔,2006,12.92,0.190236645
6139 亞翔,2007,14.37,0.356085171
6139 亞翔,2008,18.36,0.298849523
6139 亞翔,2009,18.81,0.333901271
6139 亞翔,2010,18.38,0.284916481
6139 亞翔,2011,18.38,0.299708816
6141 柏承,2000,0,0.070377091
6141 柏承,2001,0,0.008872242
6141 柏承,2002,9.85,0.076391504
6141 柏承,2003,7.57,0.026230654
6141 柏承,2004,6.8,0.033306139
6141 柏承,2005,0.3,0.074758916
6141 柏承,2006,0.29,0.042418359
6141 柏承,2007,6.78,0.023704352
6141 柏承,2008,21.97,0.050831175
6141 柏承,2009,21.08,0.038941704
6141 柏承,2010,18.19,0.035635884
6141 柏承,2011,20.13,0.025820151
6142 友勁,2002,26.38,0.057631405
6142 友勁,2003,13.61,0.039041103
6142 友勁,2004,21.39,0.263739374
6142 友勁,2005,17.85,0.182641361
6142 友勁,2006,9.5,0.100667479
6142 友勁,2007,16.2,0.075185578
6142 友勁,2008,9.78,0.074312804
6142 友勁,2009,9.42,0.18064157
6142 友勁,2010,7.96,0.16267817
6142 友勁,2011,12.83,0.167996637
6145 勁永,2002,12.54,0.028423088
6145 勁永,2003,17.31,0.00748042
6145 勁永,2004,19.8,0.078964567
6145 勁永,2005,29.87,0.117725761
6145 勁永,2006,24.69,0.104384809
6145 勁永,2007,30.54,0.034480678
6145 勁永,2008,30.88,0.183041794
6145 勁永,2009,4.72,0.097639
6145 勁永,2010,27.58,0.195621007
6145 勁永,2011,26.62,0.122729572
6152 百一,2002,24.89,0.052067419
6152 百一,2003,19.97,0.122820193
6152 百一,2004,15.07,0.089977623
6152 百一,2005,13.27,0.153115563
6152 百一,2006,19.11,0.14241823
6152 百一,2007,13.98,0.17689284
6152 百一,2008,17.76,0.236827821
6152 百一,2009,21.81,0.259890826
6152 百一,2010,22,0.103163994
6152 百一,2011,27.06,0.132310561
6153 嘉聯益,2002,26.39,0.116854294
6153 嘉聯益,2003,12.37,0.196154361
6153 嘉聯益,2004,4.85,0.149162994
6153 嘉聯益,2005,11.7,0.23394158
6153 嘉聯益,2006,16.81,0.155278223
6153 嘉聯益,2007,11.46,0.084105496
6153 嘉聯益,2008,8.91,0.031023705
6153 嘉聯益,2009,11.37,0.149682901
6153 嘉聯益,2010,21.01,0.176666751
6153 嘉聯益,2011,33.27,0.228850024
6155 鈞寶,2002,17.83,0.289074347
6155 鈞寶,2003,19.41,0.182077135
6155 鈞寶,2004,13.33,0.102231803
6155 鈞寶,2005,22.52,0.112380787
6155 鈞寶,2006,19.02,0.078121405
6155 鈞寶,2007,19.98,0.079342815
6155 鈞寶,2008,18.55,0.080765083
6155 鈞寶,2009,23.31,0.097498013
6155 鈞寶,2010,24.62,0.095025749
6155 鈞寶,2011,23.85,0.064635479
6164 華興,2002,27.47,0.059083852
6164 華興,2003,27.38,0.026656153
6164 華興,2004,22.35,0.057859661
6164 華興,2005,15.15,0.071497344
6164 華興,2006,13.35,0.204115681
6164 華興,2007,14.15,0.126840743
6164 華興,2008,12.02,0.091184236
6164 華興,2009,11.87,0.055115598
6164 華興,2010,12.58,0.01299287
6164 華興,2011,10.62,0.033273423
6165 捷泰,2002,14.62,0.034212003
6165 捷泰,2003,15.55,0.032496449
6165 捷泰,2004,8.55,0.029310074
6165 捷泰,2005,18.27,0.24003626
6165 捷泰,2006,18.15,0.210256573
6165 捷泰,2007,32.82,0.023326536
6165 捷泰,2008,18.61,0.036071574
6165 捷泰,2009,28.03,0.234795392
6165 捷泰,2010,28.06,0.192851931
6165 捷泰,2011,29.88,0.177929262
6166 凌華,2002,5.91,0.142287659
6166 凌華,2003,5.44,0.064368928
6166 凌華,2004,3.54,0.117774264
6166 凌華,2005,0,0.178092104
6166 凌華,2006,1.27,0.184056218
6166 凌華,2007,5.02,0.194519822
6166 凌華,2008,17.19,0.125699563
6166 凌華,2009,17.49,0.090217755
6166 凌華,2010,15.39,0.101724443
6166 凌華,2011,18.62,0.071218883
6168 宏齊,2002,11.62,0.069596327
6168 宏齊,2003,14.06,0.070967979
6168 宏齊,2004,11.51,0.136787304
6168 宏齊,2005,16.64,0.140379032
6168 宏齊,2006,0,0.071576899
6168 宏齊,2007,0.02,0.087630143
6168 宏齊,2008,2.41,0.097330574
6168 宏齊,2009,9.3,0.09547204
6168 宏齊,2010,2.3,0.166024634
6168 宏齊,2011,0.01,0.144236388
6172 互億,2002,27.85,0.102839577
6172 互億,2003,11.7,0.087310636
6172 互億,2004,10.1,0.082863116
6172 互億,2005,12.72,0.161241584
6172 互億,2006,7.91,0.164795436
6172 互億,2007,9.9,0.078955537
6172 互億,2008,15.13,0.022854385
6172 互億,2009,14.3,0.051997139
6172 互億,2010,14.31,0.0701219
6172 互億,2011,14.31,0.055377771
6176 瑞儀,2002,14.03,0.106280908
6176 瑞儀,2003,8.59,0.057791325
6176 瑞儀,2004,12.95,0.158023563
6176 瑞儀,2005,11.86,0.16701715
6176 瑞儀,2006,17.41,0.175036427
6176 瑞儀,2007,15.82,0.091463766
6176 瑞儀,2008,13.16,0.067364656
6176 瑞儀,2009,17.6,0.077884204
6176 瑞儀,2010,15.49,0.103166417
6176 瑞儀,2011,22.92,0.042796634
6183 關貿,2000,4.61,0.49350435
6183 關貿,2001,4.49,0.55007429
6183 關貿,2002,5.17,0.580583971
6183 關貿,2003,5.15,0.585983139
6183 關貿,2004,5.15,0.506252627
6183 關貿,2005,6.84,0.609071811
6183 關貿,2006,6.84,0.58580196
6183 關貿,2007,13.57,0.532611169
6183 關貿,2008,11.33,0.59655584
6183 關貿,2009,11.8,0.489622889
6183 關貿,2010,11.82,0.49579898
6183 關貿,2011,6.18,0.073481737
6189 豐藝,2002,12,0.085879097
6189 豐藝,2003,11.71,0.055579745
6189 豐藝,2004,2.97,0.073542926
6189 豐藝,2005,8.68,0.079213724
6189 豐藝,2006,9.44,0.063350112
6189 豐藝,2007,9.56,0.072208619
6189 豐藝,2008,13.03,0.112937046
6189 豐藝,2009,14.05,0.110540904
6189 豐藝,2010,14.24,0.084627272
6189 豐藝,2011,13.08,0.104253206
6191 精成科,1995,12.43,0.010091474
6191 精成科,1996,25.55,0.035320566
6191 精成科,1997,14.52,0.084029324
6191 精成科,1998,14.52,0.049151264
6191 精成科,1999,0,0.025039832
6191 精成科,2000,0,0.117619102
6191 精成科,2001,0,0.026989449
6191 精成科,2002,29.65,0.051598484
6191 精成科,2003,18.58,0.098588405
6191 精成科,2004,21.33,0.108966967
6191 精成科,2005,16.27,0.111199566
6191 精成科,2006,13.65,0.054195075
6191 精成科,2007,12.67,0.081844313
6191 精成科,2008,13.27,0.077238105
6191 精成科,2009,16.7,0.129132471
6191 精成科,2010,21.47,0.113293424
6191 精成科,2011,15.01,0.124410314
6192 巨路,2002,17.7,0.082905369
6192 巨路,2003,17.45,0.088957969
6192 巨路,2004,20.34,0.119491722
6192 巨路,2005,18.25,0.054548939
6192 巨路,2006,20.62,0.065708924
6192 巨路,2007,30.1,0.059439567
6192 巨路,2008,29.96,0.072212571
6192 巨路,2009,25.08,0.113603032
6192 巨路,2010,23.41,0.111426447
6192 巨路,2011,25.17,0.123511578
6196 帆宣,2002,7.07,0.105614372
6196 帆宣,2003,4.71,0.047272997
6196 帆宣,2004,2.49,0.055046416
6196 帆宣,2005,2.45,0.042504013
6196 帆宣,2006,8.34,0.05859609
6196 帆宣,2007,9.51,0.067923788
6196 帆宣,2008,9.5,0.042163287
6196 帆宣,2009,11.51,0.071931973
6196 帆宣,2010,9.24,0.111673725
6196 帆宣,2011,10.78,0.078760187
6197 佳必琪,2002,10.3,0.180599841
6197 佳必琪,2003,14.4,0.269265045
6197 佳必琪,2004,6.62,0.106678056
6197 佳必琪,2005,12.29,0.165123843
6197 佳必琪,2006,5.02,0.069352752
6197 佳必琪,2007,1.67,0.148161239
6197 佳必琪,2008,1.45,0.116719804
6197 佳必琪,2009,9.75,0.149011528
6197 佳必琪,2010,5.14,0.040645631
6197 佳必琪,2011,2.94,0.150500731
6201 亞弘電,2002,11.18,0.062321318
6201 亞弘電,2003,10.78,0.059743746
6201 亞弘電,2004,10.15,0.052403233
6201 亞弘電,2005,0,0.110202818
6201 亞弘電,2006,0,0.094266732
6201 亞弘電,2007,10.96,0.207991557
6201 亞弘電,2008,4.69,0.257916567
6201 亞弘電,2009,4.69,0.311129374
6201 亞弘電,2010,23.27,0.317254834
6201 亞弘電,2011,24.56,0.346870407
6202 盛群,2002,6.2,0.05370865
6202 盛群,2003,7.15,0.047226495
6202 盛群,2004,6.32,0.049275584
6202 盛群,2005,8.4,0.10733316
6202 盛群,2006,17.47,0.189004126
6202 盛群,2007,14.24,0.290380254
6202 盛群,2008,10.1,0.291312231
6202 盛群,2009,8.43,0.325748171
6202 盛群,2010,8.27,0.382299205
6202 盛群,2011,12.22,0.411297302
6205 詮欣,2002,38.39,0.119024361
6205 詮欣,2003,33.34,0.26092323
6205 詮欣,2004,23.07,0.216338381
6205 詮欣,2005,23.56,0.213532776
6205 詮欣,2006,14.32,0.196791313
6205 詮欣,2007,15.95,0.174070909
6205 詮欣,2008,16.06,0.122688654
6205 詮欣,2009,13.43,0.105687668
6205 詮欣,2010,11.99,0.122074466
6205 詮欣,2011,12.14,0.160301936
6206 飛捷,2002,31.75,0.172503074
6206 飛捷,2003,34.9,0.099167113
6206 飛捷,2004,2.2,0.169973654
6206 飛捷,2005,19.65,0.263383267
6206 飛捷,2006,16.71,0.354348881
6206 飛捷,2007,5.98,0.395737417
6206 飛捷,2008,18.36,0.433385706
6206 飛捷,2009,24.66,0.396701651
6206 飛捷,2010,25.41,0.522171358
6206 飛捷,2011,23.13,0.392886453
6209 今國光,2002,19.76,0.209336602
6209 今國光,2003,14.03,0.176312959
6209 今國光,2004,18.18,0.103317541
6209 今國光,2005,7.76,0.293176637
6209 今國光,2006,8.46,0.21666156
6209 今國光,2007,11.99,0.024627484
6209 今國光,2008,13.37,0.026803979
6209 今國光,2009,8.83,0.097030741
6209 今國光,2010,10.69,0.097071563
6209 今國光,2011,13.58,0.110319846
6213 聯茂,2002,18.61,0.046551881
6213 聯茂,2003,18.71,0.02497849
6213 聯茂,2004,17.35,0.048908729
6213 聯茂,2005,11.4,0.064732818
6213 聯茂,2006,6.2,0.13709551
6213 聯茂,2007,22.41,0.076617724
6213 聯茂,2008,20.68,0.04826713
6213 聯茂,2009,15.36,0.06294202
6213 聯茂,2010,15.41,0.037455333
6213 聯茂,2011,18.04,0.008333142
6214 精誠,2003,24.19,0.041989299
6214 精誠,2004,18.56,0.042299716
6214 精誠,2005,2.55,0.012904384
6214 精誠,2006,28.97,0.017486763
6214 精誠,2007,23.27,0.011414472
6214 精誠,2008,23.24,0.043989547
6214 精誠,2009,28.13,0.02240266
6214 精誠,2010,26.93,0.008804514
6214 精誠,2011,27.76,0.010671096
6215 和椿,2002,16.57,0.09435822
6215 和椿,2003,10.28,0.106763473
6215 和椿,2004,16.47,0.100481205
6215 和椿,2005,17.77,0.050225229
6215 和椿,2006,16.43,0.032917958
6215 和椿,2007,27.58,0.100665931
6215 和椿,2008,20.31,0.113777477
6215 和椿,2009,23.42,0.054795886
6215 和椿,2010,26.88,0.038786079
6215 和椿,2011,19.39,0.027409028
6216 居易,2003,7.58,0.029896245
6216 居易,2004,4.31,0.129889098
6216 居易,2005,15.05,0.113471078
6216 居易,2006,0,0.138668243
6216 居易,2007,0,0.266586958
6216 居易,2008,16.31,0.259685522
6216 居易,2009,12.23,0.234095569
6216 居易,2010,12.2,0.207705788
6216 居易,2011,10.39,0.323263835
6224 聚鼎,2003,11.96,0.23682173
6224 聚鼎,2004,10.85,0.233544686
6224 聚鼎,2005,13.14,0.186492868
6224 聚鼎,2006,12.98,0.145884113
6224 聚鼎,2007,6.17,0.260164561
6224 聚鼎,2008,9.69,0.186018731
6224 聚鼎,2009,9.48,0.332051894
6224 聚鼎,2010,9.9,0.368302849
6224 聚鼎,2011,8.07,0.300423129
6225 天瀚,2003,12.95,0.099223466
6225 天瀚,2004,13.79,0.060705968
6225 天瀚,2005,25.63,0.037212014
6225 天瀚,2006,35.04,0.023013856
6225 天瀚,2007,32.84,0.077221162
6225 天瀚,2008,28.46,0.063322227
6225 天瀚,2009,29.96,0.073424147
6225 天瀚,2010,19.23,0.013365084
6225 天瀚,2011,18.85,0.020434343
6226 光鼎,2003,17.88,0.110653273
6226 光鼎,2004,2.23,0.100504096
6226 光鼎,2005,14.65,0.098822955
6226 光鼎,2006,8.69,0.125659312
6226 光鼎,2007,8.4,0.082320996
6226 光鼎,2008,9.63,0.077388499
6226 光鼎,2009,10.44,0.079956544
6226 光鼎,2010,8.79,0.062203198
6226 光鼎,2011,10.88,0.075920453
6230 超眾,2003,22.84,0.1751741
6230 超眾,2004,10.1,0.055628957
6230 超眾,2005,9.33,0.149107118
6230 超眾,2006,16.67,0.164748286
6230 超眾,2007,19.18,0.203646576
6230 超眾,2008,13.91,0.29839419
6230 超眾,2009,15.51,0.247126865
6230 超眾,2010,18.45,0.2664706
6230 超眾,2011,15.83,0.230490149
6235 華孚,2003,12.41,0.03104876
6235 華孚,2004,11.37,0.251504329
6235 華孚,2005,14.71,0.091108161
6235 華孚,2006,18.62,0.111034939
6235 華孚,2007,20.78,0.061319464
6235 華孚,2008,21.5,0.043163735
6235 華孚,2009,17.16,0.229814039
6235 華孚,2010,15.86,0.128805838
6235 華孚,2011,22.28,0.039472658
6239 力成,2003,18.41,0.070865138
6239 力成,2004,14.56,0.024082711
6239 力成,2005,7.87,0.028548412
6239 力成,2006,18.67,0.036071644
6239 力成,2007,10.81,0.047190463
6239 力成,2008,11.87,0.093638658
6239 力成,2009,16.29,0.175222574
6239 力成,2010,20.55,0.182767129
6239 力成,2011,15.02,0.217673097
6243 迅杰,2003,7.35,0.170860973
6243 迅杰,2004,9.11,0.230602996
6243 迅杰,2005,11.53,0.267891482
6243 迅杰,2006,12.26,0.24919614
6243 迅杰,2007,9.62,0.326834441
6243 迅杰,2008,8.59,0.403222551
6243 迅杰,2009,7.38,0.39714231
6243 迅杰,2010,8.28,0.496869176
6243 迅杰,2011,6.49,0.504709102
6251 定穎,2009,14.74,0.031951472
6251 定穎,2010,10.11,0.05829791
6251 定穎,2011,8.09,0.095058513
6257 矽格,2003,10.96,0.029483311
6257 矽格,2004,15.83,0.051425862
6257 矽格,2005,6.39,0.113756472
6257 矽格,2006,5.09,0.042743141
6257 矽格,2007,19.15,0.056315256
6257 矽格,2008,8.04,0.144053353
6257 矽格,2009,6.91,0.185294116
6257 矽格,2010,8.25,0.238960856
6257 矽格,2011,6.39,0.280421973
6269 台郡,2003,21.21,0.028250285
6269 台郡,2004,27.98,0.064706426
6269 台郡,2005,18.36,0.030000086
6269 台郡,2006,19.82,0.075907659
6269 台郡,2007,32.79,0.125789942
6269 台郡,2008,36.36,0.170776371
6269 台郡,2009,21.52,0.252919463
6269 台郡,2010,18.33,0.099348271
6269 台郡,2011,19.07,0.158203951
6271 同欣電,2007,31.67,0.221654155
6271 同欣電,2008,24.14,0.113594644
6271 同欣電,2009,26.92,0.135209551
6271 同欣電,2010,27.94,0.302087145
6271 同欣電,2011,24.94,0.273017853
6277 宏正科,2003,19.49,0.017422421
6277 宏正科,2004,6.82,0.107604281
6277 宏正科,2005,21.28,0.051954959
6277 宏正科,2006,18.47,0.166948772
6277 宏正科,2007,22.13,0.077412226
6277 宏正科,2008,22,0.085995491
6277 宏正科,2009,21.65,0.039978548
6277 宏正科,2010,24.5,0.03814096
6277 宏正科,2011,26.18,0.064464445
6278 台表科,2004,27.16,0.036297354
6278 台表科,2005,21.28,0.052909511
6278 台表科,2006,14.91,0.068079077
6278 台表科,2007,17.69,0.021041239
6278 台表科,2008,15.1,0.119111735
6278 台表科,2009,19.77,0.059227417
6278 台表科,2010,19.75,0.075867884
6278 台表科,2011,16.61,0.017243958
6281 全國電,2005,16.61,0.167722715
6281 全國電,2006,20.92,0.1175881
6281 全國電,2007,27.07,0.192407392
6281 全國電,2008,30.56,0.429843685
6281 全國電,2009,26.91,0.560166636
6281 全國電,2010,35.89,0.520327726
6281 全國電,2011,29.79,0.488150681
6282 康舒,2003,26.97,0.227116713
6282 康舒,2004,21.72,0.090585296
6282 康舒,2005,18.78,0.127760132
6282 康舒,2006,15.25,0.02638105
6282 康舒,2007,18.68,0.025636442
6282 康舒,2008,18.23,0.090920652
6282 康舒,2009,13.62,0.069464249
6282 康舒,2010,7.69,0.037688729
6282 康舒,2011,11.57,0.01116995
6283 淳安,2003,16.49,0.024571584
6283 淳安,2004,13.82,0.115571691
6283 淳安,2005,11.13,0.061980862
6283 淳安,2006,13.98,0.028833644
6283 淳安,2007,20.14,0.029853049
6283 淳安,2008,10.83,0.047087295
6283 淳安,2009,10.52,0.048547252
6283 淳安,2010,8.03,0.057583661
6283 淳安,2011,10.17,0.121125644
6285 啟碁,2003,11.32,0.090042233
6285 啟碁,2004,11.29,0.055754787
6285 啟碁,2005,9.47,0.073330579
6285 啟碁,2006,13.83,0.073178959
6285 啟碁,2007,15.57,0.110955257
6285 啟碁,2008,9.59,0.202487843
6285 啟碁,2009,6.33,0.177532932
6285 啟碁,2010,11.68,0.166872103
6285 啟碁,2011,16.44,0.131016443
6286 立錡,2003,14.04,0.089061881
6286 立錡,2004,13.27,0.216030053
6286 立錡,2005,14.05,0.186223578
6286 立錡,2006,9.87,0.174683107
6286 立錡,2007,13.75,0.171534942
6286 立錡,2008,18.5,0.268620469
6286 立錡,2009,17.94,0.177373892
6286 立錡,2010,18.77,0.243533496
6286 立錡,2011,18.81,0.233796971
6289 華上,2003,29.9,0.104890274
6289 華上,2004,29.17,0.076276211
