m,year,GOV,Cash/TA
1506 正道,2011,14.89,0.019680319
1507 永大,1991,0,0.140047349
1507 永大,1992,0,0.187573672
1507 永大,2004,0,0.211947346
1507 永大,1994,0,0.21380773
1507 永大,1995,0,0.24674355
1507 永大,1996,0,0.288357005
1507 永大,1997,0,0.260474157
1507 永大,1998,0,0.163916864
1507 永大,1999,0,0.094112824
1507 永大,2000,0,0.077968915
1507 永大,2001,0,0.084712335
1507 永大,2002,22.66,0.077908464
1507 永大,2003,20.98,0.071260771
1507 永大,2004,19.35,0.069912721
1507 永大,2005,19.35,0.093282755
1507 永大,2006,25.39,0.090486528
1507 永大,2007,23.98,0.101209614
1507 永大,2008,24.85,0.100270727
1507 永大,2009,24.66,0.112419625
1507 永大,2010,27.58,0.123673172
1507 永大,2011,26.65,0.094820116
1512 瑞利,1994,0,0.01072084
1512 瑞利,1995,0,0.01554701
1512 瑞利,1996,0,0.014670039
1512 瑞利,1997,11.76,0.075080034
1512 瑞利,1998,8.49,0.016321702
1512 瑞利,1999,7.72,0.014522374
1512 瑞利,2000,7.72,0.031127331
1512 瑞利,2001,7.72,0.034453101
1512 瑞利,2002,7.72,0.023619259
1512 瑞利,2003,13.57,0.038487269
1512 瑞利,2004,12.85,0.037141624
1512 瑞利,2005,15.96,0.020755737
1512 瑞利,2006,29.76,0.014413906
1512 瑞利,2007,34.73,0.009805197
1512 瑞利,2008,18.77,0.018926592
1512 瑞利,2009,16.36,0.028017773
1512 瑞利,2010,16.2,0.0355738
1512 瑞利,2011,15.82,0.031649152
1513 中興電,1994,0.02,0.022688791
1513 中興電,1995,0.01,0.029484443
1513 中興電,1996,5.32,0.013800414
1513 中興電,1997,0,0.01795819
1513 中興電,1998,0,0.023696901
1513 中興電,1999,0,0.002352225
1513 中興電,2000,27.34,0.004023451
1513 中興電,2001,29.08,0.020967902
1513 中興電,2002,34.1,0.020144263
1513 中興電,2003,28.47,0.065047894
1513 中興電,2004,20.52,0.072551636
1513 中興電,2005,24.82,0.12486222
1513 中興電,2006,25.31,0.01572154
1513 中興電,2008,32.47,0.021095794
1513 中興電,2008,20.88,0.04235598
1513 中興電,2009,18.09,0.029184136
1513 中興電,2010,14.71,0.008444669
1513 中興電,2011,24.07,0.003736684
1514 亞力,1994,0,0.046524539
1514 亞力,1995,0,0.022557884
1514 亞力,1996,0,0.035034948
1514 亞力,1997,8.68,0.035584407
1514 亞力,1998,9.25,0.084348272
1514 亞力,2007,10.07,0.039370601
1514 亞力,2000,8.53,0.024010096
1514 亞力,2001,8.49,0.028787194
1514 亞力,2002,6.98,0.03729426
1514 亞力,2003,14.29,0.047398881
1514 亞力,2004,12.43,0.031040707
1514 亞力,2005,12.41,0.052661965
1514 亞力,2006,12.41,0.091978542
1514 亞力,2007,14.44,0.044275762
1514 亞力,2008,13.96,0.071047124
1514 亞力,2002,14.68,0.048075127
1514 亞力,2010,11.27,0.072505541
1514 亞力,2011,15.45,0.045139437
1515 力山,1995,0,0.069928392
1515 力山,1996,15.16,0.040012879
1515 力山,1997,10.26,0.109030615
1515 力山,1998,7.32,0.095582601
1515 力山,1999,17.43,0.072730514
1515 力山,2000,14.61,0.106714447
1515 力山,2001,3.8,0.058401969
1515 力山,2002,3.8,0.056589861
1515 力山,2003,16.62,0.142711486
1515 力山,2004,16.1,0.088405301
1515 力山,2005,19.12,0.019145492
1515 力山,2006,21.01,0.038183173
1515 力山,2007,23.16,0.053740421
1515 力山,2008,19.98,0.047726715
1515 力山,2009,22.2,0.057190643
1515 力山,2010,26.48,0.042822453
1515 力山,2011,27.45,0.07403058
1516 川飛,1995,0,0.066731862
1516 川飛,1996,12.29,0.180979316
1516 川飛,2006,5.94,0.196621751
1516 川飛,1998,6.23,0.046949167
1516 川飛,1999,5.53,0.01993327
1516 川飛,2000,5.53,0.029147425
1516 川飛,2001,45.25,0.0147004
1516 川飛,2002,44.48,0.008621198
1516 川飛,2004,8.87,0.011629894
1516 川飛,2005,9.19,0.004898608
1516 川飛,2006,14.88,0.055315346
1516 川飛,2007,39.17,0.04457918
1516 川飛,2008,5.36,0.303572664
1516 川飛,2009,3.89,0.077381772
1516 川飛,2001,4.93,0.065849085
1516 川飛,2011,6.35,0.028682557
1517 利奇,1995,0,0.247035249
1517 利奇,1996,13.35,0.20165458
1517 利奇,1997,16.27,0.275600645
1517 利奇,1998,10.76,0.302801837
1517 利奇,1999,7.8,0.246806736
1517 利奇,2000,7.45,0.126875733
1517 利奇,2001,7.45,0.215468124
1517 利奇,2002,7.45,0.071359095
1517 利奇,2003,10.53,0.023514268
1517 利奇,2004,15.91,0.070412939
1517 利奇,2005,15.28,0.155402749
1517 利奇,2006,15.64,0.153503461
1517 利奇,2007,10.86,0.214876335
1517 利奇,2008,20.25,0.18914824
1517 利奇,2009,20.86,0.241451061
1517 利奇,2010,22.42,0.173084803
1517 利奇,2011,20.2,0.175647585
1519 華城,1997,40.88,0.184780099
1519 華城,1998,34.76,0.012480322
1519 華城,1999,28.26,0.004316316
1519 華城,2000,23.07,0.008856922
1519 華城,2001,20.96,0.017982248
1519 華城,2002,20.91,0.004201084
1519 華城,2003,36.68,0.01089802
1519 華城,2004,34.22,0.019364968
1519 華城,2005,39.97,0.004040379
1519 華城,2006,39.21,0.003937688
1519 華城,2007,33.93,0.006550743
1519 華城,2008,33.07,0.006262603
1519 華城,2009,30.79,0.011723818
1519 華城,2010,31.76,0.004576414
1519 華城,2011,33.47,0.001683956
1521 大億,1997,34.22,0.036879856
1521 大億,1998,34.39,0.03626688
1521 大億,1999,41.79,0.045995257
1521 大億,2000,42.42,0.06672215
1521 大億,2001,40.73,0.062190322
1521 大億,2002,43.2,0.052765242
1521 大億,2003,43.77,0.050604975
1521 大億,2004,13.58,0.016138128
1521 大億,2005,13.58,0.024929401
1521 大億,2006,13.04,0.024142169
1521 大億,2007,7.58,0.044128495
1521 大億,2008,8.63,0.05063789
1521 大億,2009,7.42,0.142950925
1521 大億,2010,13.87,0.185351504
1521 大億,2011,38.42,0.06808002
1522 堤維西,1997,49.41,0.037290006
1522 堤維西,1998,46.42,0.054602865
1522 堤維西,1999,46.18,0.068906116
1522 堤維西,2000,18.96,0.024547564
1522 堤維西,2001,18.4,0.055009733
1522 堤維西,2002,8.8,0.024437941
1522 堤維西,2003,8.93,0.046463203
1522 堤維西,2004,7.99,0.013734007
1522 堤維西,2005,17.38,0.020891932
1522 堤維西,2006,10.35,0.012674209
1522 堤維西,2007,11.18,0.044862333
1522 堤維西,2008,7.03,0.031688387
1522 堤維西,2009,38.46,0.074956149
1522 堤維西,2010,38.49,0.042165148
1522 堤維西,2011,38.81,0.030011974
1524 耿鼎,1997,18.7,0.030277181
1524 耿鼎,1998,11.39,0.034779661
1524 耿鼎,1999,11.85,0.01893333
1524 耿鼎,2000,11.91,0.06178526
1524 耿鼎,2001,11.36,0.01029244
1524 耿鼎,2002,10.84,0.023721178
1524 耿鼎,2003,14.51,0.016563037
1524 耿鼎,2004,19.26,0.011657587
1524 耿鼎,2005,15.58,0.014087013
1524 耿鼎,2006,17.67,0.013693429
1524 耿鼎,2007,18.03,0.01910182
1524 耿鼎,2008,16.36,0.015809569
1524 耿鼎,2009,18.19,0.081112728
1524 耿鼎,2010,13.44,0.019959861
1524 耿鼎,2011,10.35,0.022059522
1525 江申,1999,0,0.033597513
1525 江申,2000,0,0.009770323
1525 江申,2001,0,0.014807062
1525 江申,2002,0,0.004925654
1525 江申,2003,0,0.020154631
1525 江申,2004,0,0.029246296
1525 江申,2005,0,0.022106663
1525 江申,2006,0,0.032803083
1525 江申,2007,3.37,0.006537691
1525 江申,2008,4,0.030152858
1525 江申,2009,3.55,0.024375895
1525 江申,2010,8.24,0.004195362
1525 江申,2011,4.02,0.010443078
1526 日馳,2000,17.55,0.023048946
1526 日馳,2001,17.55,0.01953705
1526 日馳,2002,17.55,0.009189199
1526 日馳,2003,11.84,0.035133033
1526 日馳,2004,7.1,0.024483716
1526 日馳,2005,9.82,0.015323776
1526 日馳,2006,7.59,0.028752462
1526 日馳,2007,9.25,0.018151693
1526 日馳,2008,7.45,0.014795371
1526 日馳,2009,6.89,0.037215713
1526 日馳,2010,8.05,0.050077394
1526 日馳,2011,6.39,0.079338205
1527 鑽全,1999,4.76,0.02132647
1527 鑽全,2000,30.84,0.231661066
1527 鑽全,2001,20.95,0.015783974
1527 鑽全,2002,20.74,0.058069639
1527 鑽全,2003,17.96,0.045071332
1527 鑽全,2004,19.5,0.277032815
1527 鑽全,2005,24.86,0.258617573
1527 鑽全,2006,23.01,0.201206498
1527 鑽全,2007,0.09,0.049577235
1527 鑽全,2008,0.1,0.054994883
1527 鑽全,2009,20.75,0.060563292
1527 鑽全,2010,18.18,0.189926825
1527 鑽全,2011,15.1,0.215337266
1528 恩德,1998,10.44,0.037809182
1528 恩德,1999,27.71,0.024054536
1528 恩德,2000,7.63,0.033336868
1528 恩德,2001,6.95,0.016879567
1528 恩德,2002,9.53,0.02103819
1528 恩德,2003,19.84,0.016969375
1528 恩德,2004,13.07,0.027429281
1528 恩德,2005,21.16,0.024511273
1528 恩德,2006,18.12,0.032307372
1528 恩德,2007,10.02,0.073173595
1528 恩德,2008,22.19,0.05278537
1528 恩德,2009,25.2,0.040858373
1528 恩德,2010,21.24,0.025424224
1528 恩德,2011,33.15,0.014525511
1529 樂士,1998,4.78,0.042548761
1529 樂士,1999,4.72,0.114624575
1529 樂士,2000,0,0.081381588
1529 樂士,2001,0,0.05360371
1529 樂士,2002,0,0.062554568
1529 樂士,2003,13.65,0.050091987
1529 樂士,2004,14.11,0.015143764
1529 樂士,2005,15.31,0.008771821
1529 樂士,2006,15.26,0.004201725
1529 樂士,2007,7.31,0.020898163
1529 樂士,2008,5.19,0.008834023
1529 樂士,2009,7.27,0.004192608
1529 樂士,2010,8.42,0.011440749
1529 樂士,2011,13.94,0.106943308
1530 亞崴,1998,5.78,0.156629941
1530 亞崴,1999,10.45,0.003216042
1530 亞崴,2000,12.27,0.027417737
1530 亞崴,2001,12.03,0.05562341
1530 亞崴,2002,22.61,0.03601916
1530 亞崴,2003,24.38,0.013050842
1530 亞崴,2004,18.09,0.019593875
1530 亞崴,2005,0.21,0.023835607
1530 亞崴,2006,17.39,0.052870924
1530 亞崴,2007,25.01,0.024685743
1530 亞崴,2008,18.26,0.037978334
1530 亞崴,2009,13.97,0.087298028
1530 亞崴,2010,16.45,0.079819546
1530 亞崴,2011,16.82,0.063259263
1531 高林股,1999,24.88,0.019258354
1531 高林股,2000,30.43,0.03185244
1531 高林股,2001,27.51,0.019825445
1531 高林股,2002,27.51,0.018575414
1531 高林股,2003,17.89,0.035685356
1531 高林股,2004,17.51,0.036056408
1531 高林股,2005,45.52,0.033085811
1531 高林股,2006,13.93,0.108062176
1531 高林股,2007,39.67,0.066548402
1531 高林股,2008,5.74,0.099520255
1531 高林股,2009,11.76,0.164779824
1531 高林股,2010,14.97,0.153555135
1531 高林股,2011,34.6,0.033693392
1533 車王電,2001,18.79,0.097538304
1533 車王電,2002,17.39,0.113755923
1533 車王電,2003,17.64,0.085312995
1533 車王電,2004,14.93,0.211483242
1533 車王電,2005,16.59,0.130126789
1533 車王電,2006,13.42,0.151061257
1533 車王電,2007,14.49,0.111569697
1533 車王電,2008,9.48,0.121974575
1533 車王電,2009,11.62,0.129461182
1533 車王電,2010,8.58,0.063176218
1533 車王電,2011,8.58,0.062730392
1535 中宇,2000,13.82,0.100414478
1535 中宇,2001,13.74,0.043880112
1535 中宇,2002,5.9,0.042522095
1535 中宇,2003,11.03,0.022507062
1535 中宇,2004,8.74,0.076839212
1535 中宇,2005,8.92,0.18631606
1535 中宇,2006,8.92,0.270722933
1535 中宇,2007,4.91,0.439358043
1535 中宇,2008,7,0.26114199
1535 中宇,2009,6.67,0.345868702
1535 中宇,2010,5.49,0.433331405
1535 中宇,2011,5.3,0.226012522
1536 和大,2000,19.81,0.048813876
1536 和大,2001,18.5,0.02129403
1536 和大,2002,22.09,0.019520594
1536 和大,2003,9.74,0.025884407
1536 和大,2004,10.17,0.058493778
1536 和大,2005,12.41,0.050109802
1536 和大,2006,16.11,0.036247268
1536 和大,2007,16.47,0.031201164
1536 和大,2008,21.05,0.037917972
1536 和大,2009,20.7,0.040286728
1536 和大,2010,18.56,0.0469562
1536 和大,2011,10.53,0.114169403
1537 廣隆,2002,19.92,0.042840506
1537 廣隆,2003,19.76,0.058604156
1537 廣隆,2004,23.48,0.060218239
1537 廣隆,2005,31.63,0.029685799
1537 廣隆,2006,19.16,0.069420212
1537 廣隆,2007,18.68,0.239655056
1537 廣隆,2008,18.52,0.042516423
1537 廣隆,2009,20.93,0.098573816
1537 廣隆,2010,18.98,0.096033622
1537 廣隆,2011,20.78,0.080651906
1538 正峰新,1999,32.61,0.110572784
1538 正峰新,2000,21.01,0.034209036
1538 正峰新,2001,21.01,0.103543087
1538 正峰新,2002,23.81,0.063164604
1538 正峰新,2003,7.56,0.098064915
1538 正峰新,2004,6.01,0.085467581
1538 正峰新,2005,17.88,0.132370653
1538 正峰新,2006,16.48,0.025770404
1538 正峰新,2007,25.64,0.044018202
1538 正峰新,2008,19.97,0.268765826
1538 正峰新,2009,18.48,0.056286682
1538 正峰新,2010,17.76,0.027190911
1538 正峰新,2011,23.59,0.029177574
1539 巨庭,2001,42.49,0.058482302
1539 巨庭,2002,47.83,0.072120359
1539 巨庭,2003,49.35,0.155743657
1539 巨庭,2004,41.58,0.079217374
1539 巨庭,2005,16.23,0.033657065
1539 巨庭,2006,19.58,0.072218461
1539 巨庭,2007,48.24,0.06922373
1539 巨庭,2008,48.48,0.04469272
1539 巨庭,2009,49.42,0.092551692
1539 巨庭,2010,48.65,0.089703881
1539 巨庭,2011,49.59,0.049182898
1540 喬福,1999,15.82,0.011816977
1540 喬福,2000,15.82,0.013342119
1540 喬福,2001,11.46,0.037717135
1540 喬福,2002,24.16,0.023667777
1540 喬福,2003,26.16,0.021856259
1540 喬福,2004,17.31,0.024372866
1540 喬福,2005,25.64,0.029570364
1540 喬福,2006,20.35,0.090589918
1540 喬福,2007,17.91,0.071188534
1540 喬福,2008,20.63,0.053574357
1540 喬福,2009,18.49,0.125150816
1540 喬福,2010,16.88,0.230988151
1540 喬福,2011,17.69,0.241587665
1541 錩泰,2003,30.84,0.371299119
1541 錩泰,2004,38.16,0.250939382
1541 錩泰,2005,38.49,0.178224094
1541 錩泰,2006,44.47,0.090749153
1541 錩泰,2007,44.9,0.021057782
1541 錩泰,2008,42.65,0.062297543
1541 錩泰,2009,45.53,0.173025835
1541 錩泰,2010,38.36,0.167242229
1541 錩泰,2011,42.13,0.001580897
1560 中砂,2005,5.72,0.017133955
1560 中砂,2006,6.19,0.026557912
1560 中砂,2007,15.39,0.023724182
1560 中砂,2008,18.62,0.03821997
1560 中砂,2009,19.09,0.039572725
1560 中砂,2010,18.74,0.039371168
1560 中砂,2011,23.47,0.041562202
1583 程泰,2008,34.38,0.044990157
1583 程泰,2009,35.26,0.022621942
1583 程泰,2010,29.47,0.045585644
1583 程泰,2011,36.99,0.076112096
2049 上銀,2009,18.61,0.034443343
2049 上銀,2010,15.35,0.05843779
2049 上銀,2011,15.03,0.034577132
2231 為升,2009,41.23,0.106662649
2231 為升,2010,40.31,0.127536234
2231 為升,2011,32.78,0.012941216
4526 東台,2000,17,0.015802815
4526 東台,2001,11.21,0.035802928
4526 東台,2002,9.73,0.020059525
4526 東台,2003,8.93,0.032036575
4526 東台,2004,5.31,0.026691683
4526 東台,2005,0.41,0.010188972
4526 東台,2006,4.92,0.023273649
4526 東台,2007,5.99,0.078503807
4526 東台,2008,6.57,0.101567347
4526 東台,2009,6.65,0.076329967
4526 東台,2010,16.97,0.07369227
4526 東台,2011,15.06,0.057383901
4532 瑞智,2002,3.76,0.068165554
4532 瑞智,2003,10.69,0.022739166
4532 瑞智,2004,8.66,0.089737816
4532 瑞智,2005,7.6,0.048638268
4532 瑞智,2006,13.3,0.012699633
4532 瑞智,2007,14.42,0.006837994
4532 瑞智,2008,16.04,0.044696326
4532 瑞智,2009,13.95,0.043788651
4532 瑞智,2010,9.08,0.071995906
4532 瑞智,2011,4.84,0.052630549
6605 帝寶,2004,29.91,0.144415418
6605 帝寶,2005,24.14,0.082149277
6605 帝寶,2006,30.67,0.065410797
6605 帝寶,2007,34.16,0.078741518
6605 帝寶,2008,31.13,0.058025859
6605 帝寶,2009,36.52,0.034459291
6605 帝寶,2010,36.37,0.079331353
6605 帝寶,2011,34.6,0.076516534
8374 羅昇,2004,25.86,0.052740179
8374 羅昇,2005,22.64,0.061540683
8374 羅昇,2006,20.27,0.023545479
8374 羅昇,2007,19.14,0.0592787
8374 羅昇,2008,21.12,0.037835947
8374 羅昇,2009,21.83,0.089344952
8374 羅昇,2010,22.72,0.086814644
8374 羅昇,2011,19.01,0.077135242
1603 華電,1991,0,0.017616357
1603 華電,1992,0,0.173011079
1603 華電,1993,6.85,0.077224041
1603 華電,1994,13.05,0.017527365
1603 華電,1995,13.05,0.006090494
1603 華電,1996,20.71,0.007318748
1603 華電,1997,16.1,0.007907148
1603 華電,1998,13.8,0.008367939
1603 華電,1999,34.94,0.001604704
1603 華電,2000,37.16,0.009749972
1603 華電,2001,37.46,0.006218011
1603 華電,2002,37.54,0.005432924
1603 華電,2003,33.39,0.004951103
1603 華電,2004,33.39,0.006057917
1603 華電,2005,33.39,0.004551556
1603 華電,2006,29.2,0.003591122
1603 華電,2007,29.2,0.004539609
1603 華電,2008,22.72,0.004976017
1603 華電,2009,34.87,0.001802899
1603 華電,2010,35.15,0.001331516
1603 華電,2011,35.15,0.001375076
1604 聲寶,1991,0,0.061186109
1604 聲寶,1992,0,0.041199283
1604 聲寶,1993,0.15,0.036699648
1604 聲寶,1994,0.15,0.081380342
1604 聲寶,1995,0.14,0.012420548
1604 聲寶,1996,8.97,0.0127031
1604 聲寶,1997,8.14,0.004476542
1604 聲寶,1998,12.71,0.008858436
1604 聲寶,1999,12.52,0.016506977
1604 聲寶,2000,11.91,0.024585645
1604 聲寶,2001,11.77,0.014953122
1604 聲寶,2002,19.06,0.013249537
1604 聲寶,2003,18.83,0.035587208
1604 聲寶,2004,10.79,0.029524477
1604 聲寶,2005,9.82,0.022961432
1604 聲寶,2006,9.72,0.013869849
1604 聲寶,2007,15.36,0.019807056
1604 聲寶,2008,15.01,0.036644932
1604 聲寶,2009,7.64,0.019793429
1604 聲寶,2010,7.64,0.023764076
1604 聲寶,2011,12.06,0.019436409
1605 華新,1991,0,0.163390539
1605 華新,1992,0,0.040140615
1605 華新,1993,0,0.111120632
1605 華新,1994,0,0.135434709
1605 華新,1995,0,0.118617152
1605 華新,1996,8.87,0.136943782
1605 華新,1997,6.06,0.089078698
1605 華新,1998,5.41,0.062255311
1605 華新,1999,3.69,0.041516736
1605 華新,2000,3.48,0.071248496
1605 華新,2001,3.05,0.065209653
1605 華新,2002,3.14,0.05185832
1605 華新,2003,11.33,0.084668353
1605 華新,2004,20.11,0.090432626
1605 華新,2005,17.36,0.064174281
1605 華新,2006,20.12,0.154911123
1605 華新,2007,16.02,0.102405295
1605 華新,2008,14.72,0.046640066
1605 華新,2009,14.33,0.011156863
1605 華新,2010,11.71,0.027987939
1605 華新,2011,12.72,0.027497138
1608 華榮,1991,6.35,0.007166654
1608 華榮,1992,0,0.170617386
1608 華榮,2004,0.13,0.171729273
1608 華榮,1994,0.13,0.115675609
1608 華榮,1995,0.13,0.042967014
1608 華榮,1996,4.23,0.165169283
1608 華榮,1997,4.23,0.047562728
1608 華榮,1998,4.23,0.006842072
1608 華榮,1999,6.86,0.007354263
1608 華榮,2000,4.4,0.027398603
1608 華榮,2001,4.4,0.042484748
1608 華榮,2002,0.15,0.072938789
1608 華榮,2003,0.15,0.026071848
1608 華榮,2004,5.18,0.063872688
1608 華榮,2005,5.36,0.093530376
1608 華榮,2006,1.87,0.041397806
1608 華榮,2007,2.14,0.030408009
1608 華榮,2008,16.74,0.055685079
1608 華榮,2009,17.66,0.023013818
1608 華榮,2010,17.5,0.031797489
1608 華榮,2011,16.81,0.02373943
1609 大亞,1991,0,0.194091837
1609 大亞,1992,0,0.094783715
1609 大亞,1993,0,0.118062533
1609 大亞,1994,0,0.19051622
1609 大亞,1995,0,0.099839774
1609 大亞,1996,0,0.090939738
1609 大亞,1997,13.27,0.104430289
1609 大亞,1998,11.63,0.095867295
1609 大亞,1999,11.63,0.045641017
1609 大亞,2000,11.41,0.093270077
1609 大亞,2001,12.12,0.071484437
1609 大亞,2002,13.62,0.072089852
1609 大亞,2003,11.86,0.052215338
1609 大亞,2004,10.82,0.056725227
1609 大亞,2005,18.72,0.064038689
1609 大亞,2006,8.23,0.037950205
1609 大亞,2007,7.53,0.09653006
1609 大亞,2008,8.38,0.080147316
1609 大亞,2009,8.73,0.098286478
1609 大亞,2010,9.55,0.062497689
1609 大亞,2011,10.6,0.048170962
1611 中電,1991,0,0.0618458
1611 中電,1992,0,0.044802178
1611 中電,1993,0,0.126954807
1611 中電,1994,0,0.107433916
1611 中電,1995,0,0.139005891
1611 中電,1996,0,0.167773132
1611 中電,1997,0.36,0.112241702
1611 中電,1998,0.66,0.12021726
1611 中電,1999,0.68,0.106533335
1611 中電,2000,0.32,0.108935505
1611 中電,2008,0.7,0.129055368
1611 中電,2002,1.09,0.123505043
1611 中電,2003,11.01,0.107200746
1611 中電,2004,12.94,0.130811411
1611 中電,2005,12.55,0.132044366
1611 中電,2006,38.24,0.080281172
1611 中電,2007,24.03,0.089974233
1611 中電,2008,30.84,0.143804491
1611 中電,2009,23.38,0.156893513
1611 中電,2010,20.77,0.136728106
1611 中電,2007,20.64,0.065663298
1612 宏泰,1993,0,0.082168769
1612 宏泰,1994,0,0.077878926
1612 宏泰,1995,0,0.051939946
1612 宏泰,1996,0,0.052503497
1612 宏泰,1997,14.16,0.060536794
1612 宏泰,1998,11.8,0.045029967
1612 宏泰,1999,25.98,0.028586942
1612 宏泰,2000,24.7,0.043693541
1612 宏泰,2001,23.54,0.041208982
1612 宏泰,2002,23.54,0.05111167
1612 宏泰,2003,8.2,0.084235966
1612 宏泰,2004,21.8,0.120541912
1612 宏泰,2005,23.45,0.141609348
1612 宏泰,2006,22.07,0.085704037
1612 宏泰,2007,17.83,0.144258152
1612 宏泰,2008,15.93,0.088894543
1612 宏泰,2009,15.7,0.162061344
1612 宏泰,2010,17.84,0.159942889
1612 宏泰,2011,22.13,0.123496257
1613 台一,1995,0.29,0.009624463
1613 台一,1996,5.45,0.015246512
1613 台一,1997,3.13,0.015666576
1613 台一,1998,6.73,0.011098239
1613 台一,1999,6.12,0.017262329
1613 台一,2000,5.51,0.009471965
1613 台一,2001,5.51,0.006337974
1613 台一,2002,5.51,0.009521363
1613 台一,2003,13.33,0.011759497
1613 台一,2004,14.8,0.019010646
1613 台一,2005,16.98,0.047862277
1613 台一,2006,18.53,0.033116964
1613 台一,2006,23.34,0.029343064
1613 台一,2008,16.64,0.086048217
1613 台一,2009,16.68,0.080974231
1613 台一,2010,16.85,0.038459492
1613 台一,2011,18.14,0.10353406
1614 三洋,1995,0,0.12277523
1614 三洋,1996,2.95,0.094342421
1614 三洋,1997,3.37,0.032764281
1614 三洋,1998,3.06,0.094700794
1614 三洋,1999,8.86,0.053893393
1614 三洋,2000,8.74,0.052891121
1614 三洋,2001,6.24,0.014928428
1614 三洋,2001,7.52,0.017469905
1614 三洋,2003,11.41,0.011100807
1614 三洋,2004,9.37,0.024152066
1614 三洋,2005,10.21,0.014277753
1614 三洋,2006,10.13,0.007882499
1614 三洋,2007,10.13,0.010416293
1614 三洋,2008,7.83,0.016622006
1614 三洋,2009,7.3,0.029832409
1614 三洋,2010,9.22,0.016462758
1614 三洋,2011,8.76,0.003770845
1615 大山,1998,20.81,0.016507561
1615 大山,1999,24.14,0.037341723
1615 大山,2000,11.28,0.019110905
1615 大山,2001,0.02,0.028927695
1615 大山,2002,0.02,0.025039703
1615 大山,2003,10.64,0.033565726
1615 大山,2004,10.43,0.044809112
1615 大山,2005,22.75,0.126045806
1615 大山,2006,25.41,0.031802448
1615 大山,2007,12.77,0.039270573
1615 大山,2008,26.43,0.041147568
1615 大山,2009,26.77,0.098542773
1615 大山,2010,39.38,0.038766271
1615 大山,2011,39.74,0.0428609
1616 億泰,1997,27.65,0.274025757
1616 億泰,1998,22.98,0.031620204
1616 億泰,1999,18.21,0.013420687
1616 億泰,2000,24.33,0.025437206
1616 億泰,2001,18.27,0.033096262
1616 億泰,2002,20.84,0.016731962
1616 億泰,2003,21.26,0.026651073
1616 億泰,2004,17.62,0.033067049
1616 億泰,2005,19.49,0.037770917
1616 億泰,2006,14.81,0.085574956
1616 億泰,2007,18.89,0.023447256
1616 億泰,2008,19.11,0.028818503
1616 億泰,2009,20.27,0.020854859
1616 億泰,2010,20.17,0.054612954
1616 億泰,2011,19.95,0.052904477
1617 榮星,1998,14.05,0.045230355
1617 榮星,1999,13.78,0.065991533
1617 榮星,2000,14.27,0.047738814
1617 榮星,2001,13.59,0.054183204
1617 榮星,2002,12.56,0.046605929
1617 榮星,2003,15.63,0.055915433
1617 榮星,2004,1.27,0.035518443
1617 榮星,2005,11.93,0.075682334
1617 榮星,2006,12.89,0.065980581
1617 榮星,2007,10.19,0.092120859
1617 榮星,2008,10.13,0.200530307
1617 榮星,2009,10,0.118165697
1617 榮星,2010,10.66,0.174316584
1617 榮星,2011,57.15,0.15022181
1618 合機,1998,10.82,0.058798387
1618 合機,1999,10.41,0.012235016
1618 合機,2000,16.61,0.006690417
1618 合機,2001,15.82,0.008307337
1618 合機,2002,15.07,0.008350618
1618 合機,2003,15.77,0.013069086
1618 合機,2004,2.82,0.052549805
1618 合機,2005,5.4,0.021105601
1618 合機,2006,0.15,0.024702348
1618 合機,2007,0,0.025406874
1618 合機,2008,0.18,0.025477291
1618 合機,2009,0.97,0.010280418
1618 合機,2010,12.81,0.016865594
1618 合機,2011,11.5,0.03565888
4930 燦星網,2010,17.71,0.060135818
4930 燦星網,2011,12.94,0.014948219
1701 中化,1991,0,0.013912623
1701 中化,1992,0,0.018825291
1701 中化,1993,0,0.024561168
1701 中化,1994,0,0.02135233
1701 中化,1995,0,0.008633023
1701 中化,1996,0.11,0.017156221
1701 中化,1997,5.93,0.015862465
1701 中化,1998,8.1,0.020102541
1701 中化,1999,8.1,0.020431694
1701 中化,2000,11.22,0.022026531
1701 中化,2001,9.17,0.019863407
1701 中化,2002,9.17,0.022807153
1701 中化,2003,10.83,0.041770743
1701 中化,2004,10.03,0.032045489
1701 中化,2005,9.85,0.013013243
1701 中化,2006,10.83,0.009142442
1701 中化,2007,8.56,0.011522256
1701 中化,2008,7.04,0.010982291
1701 中化,2009,5.48,0.019709095
1701 中化,2010,6.96,0.009693416
1701 中化,2011,9.7,0.007861683
1704 榮化,1991,0,0.055916001
1704 榮化,1992,0,0.02120172
1704 榮化,1993,0,0.09607411
1704 榮化,1994,0,0.124484627
1704 榮化,1995,0,0.167351045
1704 榮化,1996,0,0.140099174
1704 榮化,1997,22.68,0.182940682
1704 榮化,1998,23.84,0.138358614
1704 榮化,1999,21.88,0.12544805
1704 榮化,2000,20.26,0.035706673
1704 榮化,2001,19.31,0.022123584
1704 榮化,2002,18.78,0.083162748
1704 榮化,2003,32.65,0.024717953
1704 榮化,2004,35.97,0.017664138
1704 榮化,2005,39.87,0.008810966
1704 榮化,2006,43.23,0.012025459
1704 榮化,2007,24.89,0.017772183
1704 榮化,2008,21.54,0.111570693
1704 榮化,2009,22.53,0.033638301
1704 榮化,2010,32.2,0.036320495
1704 榮化,2011,36.11,0.020585015
1707 葡萄王,1991,0,0.26525472
1707 葡萄王,1992,0,0.171464276
1707 葡萄王,1993,0,0.035258238
