公司,年,市值(百萬元),股東權益總額,本期稅後淨利,營業費用─研究發展,普通股─現金股利,利息支出,現金及約當現金,資產總額,固定資產,ROA(C)稅前息前折舊前,十大股東持股(不含董監)%,負債比率％,負債總額,流動負債,流動資產
2356 英業達,12/31/2004,34619,28055751,2424167,1411377,1495900,25174,4106164,54226049,1579789,4.7,26.27,48.26,26170298,25713326,40472412
2356 英業達,12/30/2005,48856,30585559,3253775,1600756,1764560,83790,2041808,80873317,1674599,5.53,27.3,62.18,50287758,49776058,64623851
2356 英業達,12/29/2006,65923,34311697,5637846,2185274,3451500,145554,1353181,76949263,1693088,8.86,24.51,55.41,42637566,42071971,60684063
2356 英業達,12/31/2007,45642,36494654,5637615,2734305,3156140,0,2276065,85811517,3718198,8.59,25.39,57.47,49316863,48734405,66306069
2356 英業達,12/31/2008,23689,38584605,5335433,3695107,2561000,290492,1024235,105985301,4738824,7.32,27.02,63.59,67400696,58625919,83723456
2356 英業達,12/31/2009,54171,40472346,4612739,3878782,2821426,107093,1451761,122982249,5886878,5.68,23.24,67.09,82509903,73639460,98319499
2356 英業達,12/31/2010,48881,40564789,3482413,4329621,2962497,143898,1116974,103621841,5888847,5.27,24.29,60.85,63057052,56278452,76231241
2356 英業達,12/30/2011,38474,48381431,2425354,4765337,1039847,196451,1447346,116100436,5149075,3.96,20.89,58.33,67719005,57600241,77207601
2357 華碩,12/31/1996,34680,6650488,3808192,197427,0,3225,5380254,8585823,962221,62.86,0,22.54,1935335,1912656,7307425
2357 華碩,12/31/1997,166991,19717073,7038367,313500,0,2683,15561093,23392867,2549310,46.35,0,15.71,3675794,3620829,20148581
2357 華碩,12/31/1998,244863,31088415,11574950,475135,2440500,6401,25415504,35749032,2963783,39.49,0,13.04,4660617,4583356,30849455
2357 華碩,12/28/1999,379458,42223456,14284749,639808,2751360,13504,29776785,48645503,3164377,35.39,13.3,13.2,6422047,6301475,40470420
2357 華碩,12/30/2000,152009,54161156,15645549,1060484,3917760,12127,34569821,63536066,5225096,29.29,8.23,14.76,9374910,9170188,49146937
2357 華碩,12/31/2001,302462,65604378,16189481,1419868,7907520,11077,31869484,76564293,6837049,23.64,6.53,14.31,10959915,10713358,55711095
2357 華碩,12/31/2002,121931,66448936,10027704,1844099,2498600,12832,21193123,77902697,7634222,14.56,10.65,14.7,11453761,11005622,46101838
2357 華碩,12/31/2003,171130,74527132,11570336,2238877,3422610,5923,11872128,89604891,8139182,15.35,17.33,16.83,15077759,14064536,38216733
2357 華碩,12/31/2004,215721,83070469,15098926,3090858,3829371,4632,12863923,110744321,9047880,16.47,19.68,24.99,27673852,16798888,50357809
2357 華碩,12/30/2005,295376,109334844,15277112,4236322,3040064,1621,10574152,204869116,8720196,11.37,19.4,46.63,95534272,84294984,117694105
2357 華碩,12/29/2006,303910,132466895,19221335,5473513,5118124,35697,10791836,299130287,8958559,9.8,17.67,55.72,166663392,153025476,191989157
2357 華碩,12/31/2007,363142,159328567,27283328,6717254,9351630,540801,9174219,300475450,8582153,11.75,16.01,46.97,141146883,122013748,184002080
2357 華碩,12/31/2008,156254,167286618,16456567,5042978,8439852,312301,10778309,220574214,4710986,8,15.84,24.16,53287596,50793105,94196563
2357 華碩,12/31/2009,262450,173183977,12479066,3967382,8918232,101497,16402090,228929679,4273269,6.37,18.35,24.35,55745702,52939062,99144691
2357 華碩,12/31/2010,173683,106043660,16488357,3823712,8638233,81045,25414890,167730600,4269103,10.01,18.45,36.78,61686940,57719960,110079794
2357 華碩,12/30/2011,162219,114948250,16578159,4924199,10915024,47099,16608239,182737912,3937811,12.14,14.02,37.1,67789662,61689874,112832696
2358 美格,12/31/1996,7209,3172071,281124,159500,0,236870,1376757,8241250,628637,6.7,15.77,61.51,5069179,4706290,7140381
2358 美格,12/31/1997,8204,4962721,285128,168734,0,212260,858691,10803418,626723,6.09,11.58,54.06,5840697,5436059,9561057
2358 美格,12/31/1998,6782,3790983,-989780,191121,0,234270,1359555,9467268,585638,-8.12,9.73,59.96,5676285,5027961,7978179
2358 美格,12/28/1999,2241,2215869,-1674614,136392,0,223903,325906,6162107,381331,-18.3,9.73,64.04,3946238,3365049,4527758
2358 美格,12/30/2000,685,1235735,-1013590,93030,0,154320,288343,3892156,127704,-17.81,18.73,68.25,2656421,2616003,1720465
2358 美格,12/31/2001,234,243697,-944934,39669,0,79234,72104,1831747,67030,-29.61,18.73,86.7,1588050,1409499,582439
2358 美格,12/31/2002,434,464773,-184161,7521,0,46668,199274,1772825,6651,-7.48,7.89,73.78,1308052,719382,815911
2358 美格,12/31/2003,929,476498,28391,8747,0,32436,26876,1586669,6065,3.33,34.99,69.97,1110171,701950,752282
2358 美格,12/31/2004,715,519155,26925,14066,0,5939,38888,1098590,3725,3.34,27.36,52.74,579435,553868,501143
2358 美格,12/30/2005,446,535286,14300,5339,0,1106,49650,1189654,2218,2.56,33.2,55,654368,641894,689322
2358 美格,12/29/2006,906,543044,9766,5302,0,954,70618,955808,844,2.9,18.29,43.18,412764,400193,659690
2358 美格,12/31/2007,468,562908,16377,5341,0,0,68942,781147,267,4.87,18.29,27.94,218239,203519,439429
2358 美格,12/31/2008,191,579660,19524,5606,0,0,84008,710543,165,4.56,21.72,18.42,130883,117063,394775
2358 美格,12/31/2009,1196,658289,84745,2261,0,133,101073,693537,741,15.17,19.68,5.08,35248,21917,380354
2358 美格,12/31/2010,734,683948,27517,3500,0,61,128833,715451,343,6.23,33.15,4.4,31503,31180,305865
2358 美格,12/30/2011,558,660217,-22908,4200,0,64,145021,672474,27003,-2.89,27.01,1.82,12257,11827,343307
2359 所羅門,12/31/1996,4748,1302923,230351,61916,0,84265,16827,3104467,608110,9.23,14.47,58.03,1801544,1538145,1752886
2359 所羅門,12/31/1997,9520,3663177,121987,48964,0,161525,44297,7192381,634475,5.07,17.8,49.07,3529204,3006928,3957793
2359 所羅門,12/31/1998,6730,4359118,-361690,38007,0,177449,19983,8544311,1088643,-3.57,13.76,48.98,4185193,2988380,3298641
2359 所羅門,12/28/1999,11152,5022994,386108,40443,0,180302,43300,8891129,1359368,0.81,13.76,43.51,3868135,3487645,2651349
2359 所羅門,12/30/2000,4477,5816726,648436,36237,0,230001,106807,10877160,1682977,-0.95,10.74,46.52,5060434,4085142,3625336
2359 所羅門,12/31/2001,6206,4937050,-812232,18314,0,235667,40591,10118984,862610,-6.42,5.78,51.21,5181934,3985734,3443084
2359 所羅門,12/31/2002,3009,3799676,-1098687,28166,0,187186,49621,8840542,755670,-9.75,5.78,57.02,5040866,3997773,2473282
2359 所羅門,12/31/2003,4495,3780198,-57196,65464,0,149887,87551,8568562,743501,-2.02,0,55.88,4788364,3842847,2739062
2359 所羅門,12/31/2004,2539,3036417,-572756,63486,0,128884,60581,7565131,613396,-2,0.17,59.86,4528714,3755788,2730479
2359 所羅門,12/30/2005,2369,3106834,-53796,25968,0,131224,156040,6853579,468931,0,0.56,54.67,3746745,3139053,2868447
2359 所羅門,12/29/2006,3931,4110853,1002442,7459,0,109770,156090,6995296,291874,10.77,0,41.23,2884443,2486587,3365521
2359 所羅門,12/31/2007,7495,5853956,1522474,16099,0,94284,2396984,8182168,378863,3.61,0,28.45,2328212,2002205,4912281
2359 所羅門,12/31/2008,1475,4051935,6553,26166,0,36683,744469,5558872,274916,3.9,16.94,27.11,1506937,1173955,1966523
2359 所羅門,12/31/2009,3046,3780139,152296,20634,0,16192,1062048,4673345,377503,1.17,6.74,19.11,893206,870765,1928324
2359 所羅門,12/31/2010,2708,3846579,112393,22224,56417,3765,644354,4476129,341177,3.32,17.32,14.06,629550,565938,1728507
2359 所羅門,12/30/2011,1871,3784968,107772,18884,0,4123,477099,4489002,336404,3.38,21.81,15.68,704034,645893,1542192
2360 致茂,12/31/1996,3859,863260,183412,71570,0,299,40692,990469,364771,23.97,0,12.84,127209,96523,548300
2360 致茂,12/31/1997,8405,1764662,263190,94523,0,1865,396176,1987823,437343,22.73,6.09,11.23,223161,174438,1117590
2360 致茂,12/31/1998,9849,2691946,350061,125420,0,143,519136,2995975,825858,16.61,16.22,10.15,304029,250978,1540038
2360 致茂,12/28/1999,13998,3162669,471732,151837,0,1563,275324,3924063,1455677,14.33,12.28,19.4,761394,702397,1397086
2360 致茂,12/30/2000,4670,3303153,403802,226720,100679,11987,730105,5375322,1580312,10.46,8.56,38.55,2072169,484772,2163925
2360 致茂,12/31/2001,6138,3759533,354710,282254,117150,27457,350941,5340528,1581975,8.14,7.36,29.6,1580995,824307,2040168
2360 致茂,12/31/2002,5281,4060226,454573,273196,176883,34343,405270,5950711,1523062,9.86,16.87,31.77,1890485,1302941,2677693
2360 致茂,12/31/2003,5935,3869417,490387,293969,303500,30768,261205,6230049,1599979,10.17,15.95,37.89,2360632,1991207,2935085
2360 致茂,12/31/2004,7098,4241412,658869,304126,448650,20639,456218,6694598,1904604,14.09,18.28,36.64,2453186,1904535,2977986
2360 致茂,12/30/2005,8913,4614874,813812,350388,577000,21968,734914,7141664,2062704,15.59,31.87,35.38,2526790,2061382,3565920
2360 致茂,12/29/2006,10825,4963445,1009604,384287,700000,16849,256054,6884951,2050652,17.67,29.47,27.91,1921506,1520202,2418368
2360 致茂,12/31/2007,19958,6390078,1537753,478009,1099800,19457,428614,8247682,2037281,26.12,27.4,22.52,1857604,1506147,3183983
2360 致茂,12/31/2008,6845,6056899,1104613,557130,664300,16863,447006,7734310,1986721,17.89,25.41,21.69,1677411,1454855,2831382
2360 致茂,12/31/2009,25428,6448546,862933,480901,703000,6717,391263,8487671,2022699,14.25,23.87,24.02,2039125,1745692,3196983
2360 致茂,12/31/2010,31553,7557938,1811598,602798,1376623,1289,656509,9633855,2043540,23.99,20.13,21.55,2075917,1747316,4236745
2360 致茂,12/30/2011,22379,7764999,1522569,630225,941900,1436,514218,9546615,2055291,19.81,26.52,18.66,1781616,1359702,3923597
2361 鴻友,12/31/1997,10231,3644301,542709,176589,0,77831,952843,7206402,903145,12.35,11.2,49.43,3562101,2547633,4790126
2361 鴻友,12/31/1998,5569,3681570,-679147,200881,0,101376,581632,6118549,865500,-7.47,8.19,39.83,2436979,2022153,3394847
2361 鴻友,12/28/1999,4444,2679120,-1186340,179070,0,98011,533969,5212347,751205,-17.81,6.22,48.6,2533227,2326817,2693684
2361 鴻友,12/30/2000,1185,2488991,-287014,162143,0,77720,241684,4327179,669781,-2.83,5.42,42.48,1838188,1668049,1924182
2361 鴻友,12/31/2001,2295,2563230,73037,167254,0,65444,1037689,4485073,486943,0.75,8.1,42.85,1921843,1382091,2250192
2361 鴻友,12/31/2002,4590,3005579,400705,198471,0,43244,1031340,4149879,371622,7.91,12.5,27.57,1144300,748592,2127567
2361 鴻友,12/31/2003,6071,3721663,698841,306398,58102,28859,1029232,5007035,316512,12.46,8.86,25.67,1285372,1019290,2584522
2361 鴻友,12/31/2004,3253,3770833,189118,304783,0,41369,213917,5183983,327684,0.66,8.51,27.26,1413150,465657,2590788
2361 鴻友,12/30/2005,2299,3001709,-714617,225816,0,16173,731800,4347293,256951,-17.86,12.9,30.95,1345584,1319095,2548405
2361 鴻友,12/29/2006,2349,2548013,-484779,145829,0,8116,680938,3265986,278417,-12.85,11.51,21.98,717973,691399,1822937
2361 鴻友,12/31/2007,2614,2000125,-624014,194191,0,13443,359819,3005742,336663,-17.11,16.28,33.46,1005617,960607,1405468
2361 鴻友,12/31/2008,340,759117,-1199757,229039,0,17366,487485,1907255,274531,-35.27,10.13,60.2,1148138,952994,922872
2361 鴻友,12/31/2009,731,325914,-549010,100719,0,6455,139075,1037190,166284,-30.53,7.53,68.58,711276,467723,493394
2361 鴻友,12/31/2010,331,376550,109128,92289,0,4948,49425,896901,122429,1.05,8.75,58.02,520351,480385,493768
2361 鴻友,12/30/2011,179,186395,-127624,83397,0,8778,10867,797464,112145,-12.51,12.25,76.63,611069,579525,410435
2362 藍天,12/31/1996,14588,2653318,1509679,184727,0,32049,184667,4573974,1026088,56.58,0,41.99,1920656,1856439,3248928
2362 藍天,12/31/1997,22125,5699944,994006,246185,0,26362,1251356,6991775,2178832,22.24,6.01,18.48,1291831,1283619,4635034
2362 藍天,12/31/1998,11316,5838809,156778,336813,0,2718,462277,7198483,2772968,1.5,4.21,18.89,1359674,1358800,3615348
2362 藍天,12/28/1999,8121,5723290,-106639,341224,0,76614,281908,9116474,2980635,0.42,2.81,37.22,3393184,2605742,4384614
2362 藍天,12/30/2000,1843,4960830,-527826,293542,0,132786,428096,8082925,2402924,-3.6,11.35,38.63,3122095,2504243,3010918
2362 藍天,12/31/2001,7633,5602059,454608,283360,0,47835,201365,7455869,2341063,8.08,11.35,24.86,1853810,1822407,2446207
2362 藍天,12/31/2002,4337,5655064,174515,311356,0,33673,452739,7915397,1127720,3.97,10.21,28.56,2260333,1356090,3197071
2362 藍天,12/31/2003,7273,6274861,608882,315315,249105,27832,257792,9106819,1080328,6.2,16.44,31.1,2831958,2419892,4281779
2362 藍天,12/31/2004,5773,6153105,417464,326356,259847,31111,89274,8552311,931366,5.79,16.53,28.05,2399206,1478014,3185729
2362 藍天,12/30/2005,5610,5588260,-432017,331292,0,65751,78562,9202726,741770,-3.8,16.86,39.28,3614466,2104800,3986762
2362 藍天,12/29/2006,17779,5816607,200415,291238,0,173197,49784,9556387,552401,-4,18.94,39.13,3739780,2608363,4838502
2362 藍天,12/31/2007,26417,6851982,1201019,323884,291261,181134,347361,10613480,440935,9.15,17.89,35.44,3761498,2626188,5615351
2362 藍天,12/31/2008,15896,6931818,876206,424090,0,137384,450464,10969521,330174,13.06,17.6,36.81,4037703,2883544,5248155
2362 藍天,12/31/2009,34091,8779281,888465,474263,942700,56775,1032329,11488066,263283,7.44,20.26,23.58,2708785,1966996,4895511
2362 藍天,12/31/2010,43096,7522459,784383,457875,626664,53274,363888,12756877,252071,7.23,21.58,41.03,5234418,2333086,4835915
2362 藍天,12/30/2011,30582,8164717,1252070,460030,930995,110763,363935,17988903,241475,10.14,21.69,54.61,9824186,3254281,5400197
2363 矽統,12/31/1997,11320,3945389,305662,335389,0,0,1475141,5101887,1127756,3.21,9.07,22.67,1156498,1156498,3038203
2363 矽統,12/31/1998,21610,5019516,1075258,509482,0,61,1949255,6467728,1391499,13.51,7.06,22.39,1448212,1426395,4178832
2363 矽統,12/28/1999,65067,18974580,1959853,756375,0,2171,12423763,24705073,7274533,12.91,1.95,23.2,5730493,5630169,15841983
2363 矽統,12/30/2000,35648,18368160,-225932,1207918,0,128604,2843803,35201325,23003806,-2.26,1.02,47.82,16833165,6659105,10018757
2363 矽統,12/31/2001,61606,18193063,-607972,1898271,0,678612,2909114,36160705,21822769,6.86,0.93,49.69,17967642,7410779,9693620
2363 矽統,12/31/2002,28832,14498362,-4183163,2051269,0,644799,3085675,32898315,18871568,4.34,12.4,55.93,18399953,7542984,10492030
2363 矽統,12/31/2003,30506,19463369,204211,1642500,0,411906,2428578,26900758,2077257,12.57,20.27,27.65,7437389,6482031,12764466
2363 矽統,12/31/2004,17220,15745413,-1997176,1106824,0,116085,4432748,18832313,1762154,-4,10.39,16.39,3086900,2976742,7086929
2363 矽統,12/30/2005,30288,17192380,955005,1142227,145279,12927,4683885,20805955,1490809,5.97,10.37,17.37,3613575,3518669,8673186
2363 矽統,12/29/2006,28316,17886271,164879,1138585,98593,10791,3101510,18960089,1437648,2.28,8.98,5.66,1073818,975267,4912446
2363 矽統,12/31/2007,15930,14627839,-1882087,1007253,0,16666,2924322,16437138,1213270,-8.15,8.39,11.01,1809299,1755046,5355015
2363 矽統,12/31/2008,6614,9581674,-6290100,790170,0,4222,4233078,10101887,1046515,5.64,7.81,5.15,520213,519837,4960672
2363 矽統,12/31/2009,17642,13338482,605192,433577,544673,12,4744157,13904543,921041,6.24,7.66,4.07,566061,565021,5482931
2363 矽統,12/31/2010,14276,12277271,142315,802069,128060,444,3949120,12840502,903742,1.86,6.71,4.39,563231,556892,4772613
2363 矽統,12/30/2011,8057,9407638,-695564,1034893,0,0,2752269,9677595,833192,-3.4,6.88,2.79,269957,269923,2952064
2364 倫飛,12/31/1997,16491,6486536,638348,21898,0,115022,1487638,9679108,1064708,14.02,4.74,32.98,3192572,3185871,7669113
2364 倫飛,12/31/1998,14608,7140831,745832,28043,0,30935,2755592,11856700,2038648,8.54,1.12,39.77,4715869,2597739,8210065
2364 倫飛,12/28/1999,8228,6342900,-548440,16033,0,161730,1938553,10622856,2006877,-4.87,1.17,40.29,4279956,2094179,7138642
2364 倫飛,12/30/2000,2177,4760515,-1374183,29360,0,165785,552646,8820242,2319474,-11.29,1.06,46.03,4059727,2493653,4748549
2364 倫飛,12/31/2001,3487,3894177,-885529,24331,0,130330,581881,6940481,2558981,-9.16,1.5,43.89,3046304,1259391,2810488
2364 倫飛,12/31/2002,3144,3006939,-621494,23576,0,161990,478805,7252492,1574229,-6.29,0.51,58.54,4245553,2208073,3603416
2364 倫飛,12/31/2003,3302,2867431,-373014,10612,0,127253,458831,6685686,1260223,-2.93,4.82,57.11,3818255,2430265,3188220
2364 倫飛,12/31/2004,1954,2621627,-219975,9370,0,63718,539074,6267203,1158018,-0.84,8.43,58.17,3645576,2356866,2887023
2364 倫飛,12/30/2005,1261,2224038,-422159,15324,0,56814,833246,3929500,439043,-5.05,8.16,43.4,1705462,1557295,2240351
2364 倫飛,12/29/2006,1635,1618263,-595776,11566,0,27656,484219,3042497,378720,-11.4,8.18,46.81,1424234,1369966,1723496
2364 倫飛,12/31/2007,1192,1632222,16877,143471,0,33211,651614,2929386,357556,2.49,11.66,44.28,1297164,1218603,1583581
2364 倫飛,12/31/2008,526,1557810,-90727,137107,0,26888,474304,2797798,341728,-0.78,11.19,44.32,1239988,1236023,1430967
2364 倫飛,12/31/2009,1483,1413402,-180284,118937,0,14662,331694,2507708,277828,-3.28,11.01,43.64,1094306,1091075,1102591
2364 倫飛,12/31/2010,1447,1299316,-109842,107716,0,13526,395171,2311243,210587,-0.57,11.94,43.78,1011927,943867,1007573
2364 倫飛,12/30/2011,898,1360974,50676,110820,0,12884,455308,2250707,230000,6.68,9.84,39.53,889733,887172,1011443
2365 昆盈,12/31/1997,6978,1240384,318577,125088,0,7275,112354,2386207,278124,19.59,6.96,48.02,1145823,1134667,1762190
2365 昆盈,12/31/1998,4020,3214512,-22920,140172,0,24201,875827,4189102,605392,0.65,7.69,23.26,974590,954915,2734156
2365 昆盈,12/28/1999,3209,2830170,-369154,126140,0,18746,624971,3995756,600597,-8.06,6.99,29.17,1165586,1046001,2070363
2365 昆盈,12/30/2000,3401,3081526,353751,141759,0,17157,573840,4457295,568607,12.18,6.99,30.87,1375769,1342856,2221289
2365 昆盈,12/31/2001,5861,3493411,376651,150345,176807,9829,1103373,5012942,542058,11.16,4.83,30.31,1519531,1372937,2720702
2365 昆盈,12/31/2002,6209,3908728,501866,171594,385326,1346,1147838,5690991,558558,12.33,4.35,31.32,1782263,1643073,3138866
2365 昆盈,12/31/2003,7451,4144317,723849,150315,496740,3722,537033,6133588,532984,16.43,4.28,32.43,1989271,1850301,3498092
2365 昆盈,12/31/2004,5217,4040906,612140,219661,337046,9620,1147361,6245000,506232,13.18,13.07,35.29,2204094,1574061,3672359
2365 昆盈,12/30/2005,6398,4385232,697472,171654,462809,15422,1547701,7429502,483443,14.12,9.46,40.98,3044270,2412218,4857704
2365 昆盈,12/29/2006,9098,4590103,837933,181870,609016,15718,1874208,7683262,477908,14.22,9.32,40.26,3093159,2955619,5260562
2365 昆盈,12/31/2007,13069,4708752,1210964,199821,868433,6719,990552,7217287,462245,20.78,24.09,34.76,2508535,2377095,4596032
2365 昆盈,12/31/2008,4347,4114161,848647,201374,342417,7696,176437,6081735,454307,17.6,26.65,32.35,1967574,1850064,3425984
2365 昆盈,12/31/2009,9727,4771997,685703,207845,816477,1616,846132,7070464,449612,10.7,18.3,32.51,2298467,2188906,4144753
2365 昆盈,12/31/2010,7501,4125964,428948,156773,67941,14048,890056,7565358,459284,7.56,15.68,45.46,3439394,2450433,4592566
2365 昆盈,12/30/2011,3436,4322828,115663,156492,0,22775,486644,7101395,445591,2.48,12.2,39.13,2778567,2712873,3791444
2367 燿華,12/31/1997,12040,2213555,521606,0,0,36741,207919,3459632,1427561,26.44,15.18,36.02,1246077,1021162,1387242
2367 燿華,12/31/1998,15813,5976261,625014,0,237800,69481,1541315,7867653,2908142,15.04,7.64,24.04,1891392,1735174,3076543
2367 燿華,12/28/1999,11668,5966481,333847,0,0,75433,366673,8395088,4129361,8.98,6.07,28.93,2428607,1881752,2102124
2367 燿華,12/30/2000,3637,6092750,39428,0,101599,139748,516679,10673475,4959790,8.98,10.69,42.92,4580725,3800578,3034393
2367 燿華,12/31/2001,4182,5836168,-132553,0,0,167196,245911,9000298,4507815,4.62,10.18,35.16,3164130,2319828,1934346
2367 燿華,12/31/2002,3730,5779852,-240703,0,0,94066,262990,8938435,4063406,7.47,10.18,35.34,3158583,2533706,2398059
2367 燿華,12/31/2003,6373,5738354,80083,0,0,54094,338909,9163336,3871639,7.09,29.22,37.38,3424982,2617831,3417609
2367 燿華,12/31/2004,4201,5821642,246929,0,85760,31104,493513,9205207,3746713,8.99,23.83,36.76,3383565,2664175,3677965
2367 燿華,12/30/2005,5554,5678759,109126,0,112510,46508,356066,9601298,3808560,7.03,22.76,40.85,3922539,2997153,4178855
2367 燿華,12/29/2006,6853,6626728,961987,22932,562548,75162,787611,10978624,4422747,17.97,27.16,39.64,4351896,2823635,4585141
2367 燿華,12/31/2007,12044,7933792,1460133,27491,833525,124913,867061,12300934,4990315,21.34,26.27,35.5,4367142,2768187,5111688
2367 燿華,12/31/2008,3433,7225968,176197,35303,0,131686,965764,12952163,5719834,10.38,11.45,44.21,5726195,3139321,4478460
2367 燿華,12/31/2009,6208,7236138,-291302,22915,0,166278,689124,12250105,5305711,5.41,13.45,40.93,5013967,2715161,4103212
2367 燿華,12/31/2010,8786,7535040,135487,21500,88835,188132,648300,14128364,4349302,7.64,9.61,46.67,6593324,4540787,5546085
2367 燿華,12/30/2011,7006,10255726,470021,17303,403360,99771,1180523,16751973,7450581,8.46,9.32,38.78,6496247,4084476,5114191
2368 金像電,12/31/1998,14893,6261544,654962,161851,0,58607,1865785,8380615,4437764,15.9,8.74,25.29,2119071,1694029,3462030
2368 金像電,12/28/1999,13712,6773620,470735,0,0,35415,1223087,9412614,5479348,10.16,4.79,28.04,2638994,2256274,3578804
2368 金像電,12/30/2000,6495,7475000,706076,219375,0,53621,689843,11977916,7465067,12.75,3.97,37.59,4502916,3892309,4050856
2368 金像電,12/31/2001,4866,7276138,-208377,142404,0,118598,635158,11707576,7185721,4.82,9.31,37.85,4431438,3136802,3527346
2368 金像電,12/31/2002,2462,4858820,-2352677,144305,0,134651,906433,10113563,5106394,-3.3,13.98,51.96,5254743,3492941,3430484
2368 金像電,12/31/2003,6074,4883934,38378,165457,0,132825,390817,10025920,4614163,6.23,9.04,51.29,5141986,3640371,3926968
2368 金像電,12/31/2004,6259,6142397,944400,181450,221966,125506,706228,11598068,4290197,13.03,10.67,47.04,5455671,3691679,5750374
2368 金像電,12/30/2005,9031,7366158,1070004,207128,613690,103019,1248231,12037974,3912302,14.89,11.8,38.81,4671816,3585910,6080450
2368 金像電,12/29/2006,11822,8299920,1263272,193026,664831,45391,1042863,13139078,3676041,15.29,11.55,36.83,4839158,4103230,6991971
2368 金像電,12/31/2007,14791,9056318,1347070,224120,51181,40348,1724985,16987918,3698507,14.37,12.9,46.69,7931600,7024365,10370205
2368 金像電,12/31/2008,3841,9432328,325900,188857,21897,105339,989750,16455464,4034981,7.21,11.94,42.68,7023136,3921928,8552992
2368 金像電,12/31/2009,7854,9160934,-157681,155970,0,68656,1264475,16141425,3648869,1.98,13.86,43.25,6980491,3543550,8491293
2368 金像電,12/31/2010,7712,9030155,126268,157684,84737,48736,1461411,15720406,3755548,4.06,11.64,42.56,6690251,4231358,7421544
2368 金像電,12/30/2011,3909,8889213,-421197,145371,0,50451,1530512,16553519,3587430,1.48,10.94,46.3,7664306,6362298,8216930
2369 菱生,12/31/1998,7173,3755070,376058,0,86426,18294,928100,4421082,1982070,14.56,4.72,15.06,666012,416174,1720916
2369 菱生,12/28/1999,5562,3665691,83893,50558,0,22919,193276,4355772,2539208,9.58,3.9,15.84,690081,474231,1059181
2369 菱生,12/30/2000,2530,3993625,338480,56185,23002,30844,373028,5403639,3238544,15.99,5.6,26.09,1410014,1029574,1218427
2369 菱生,12/31/2001,3474,4095480,125396,41377,25360,40665,442068,5166247,2921108,7.06,19.99,20.73,1070767,687374,1433614
2369 菱生,12/31/2002,1872,3593075,-367164,26986,0,30000,319798,4834333,2571456,3.59,21.1,25.68,1241258,946781,1372480
2369 菱生,12/31/2003,4560,3983798,369268,30539,112538,25037,778230,5713626,2233033,17.59,30.97,30.28,1729828,876198,2467364
2369 菱生,12/31/2004,4117,4668326,376384,32860,297264,23891,970346,6165826,2632148,16.88,18.43,24.29,1497500,1019342,2536922
2369 菱生,12/30/2005,3969,4244590,-66297,37317,0,26501,789612,5861336,2384372,7.52,16.55,27.58,1616746,1292952,2234805
2369 菱生,12/29/2006,3566,4434078,174212,89151,146268,41983,821167,6520310,2664372,14.86,15.33,32,2086232,1566137,2459656
2369 菱生,12/31/2007,5158,5281504,294778,77235,280000,41503,927084,7337322,3050786,15.14,10.44,28.02,2055818,1334139,2572617
2369 菱生,12/31/2008,2020,5176087,237251,72907,67928,33489,1377943,6947903,2806519,16.63,17.18,25.5,1771816,1083908,2546799
2369 菱生,12/31/2009,5512,5497720,269302,71269,250000,22187,1910050,7219570,2383562,16.45,18.43,23.85,1721850,1532790,3505846
2369 菱生,12/31/2010,9307,6300085,788519,75155,460000,7660,1845367,7707932,2772144,22.58,17.46,18.26,1407847,1277236,3295241
2369 菱生,12/30/2011,4961,6232334,402995,80402,250000,2079,1163689,7334820,3054435,17.17,22.66,15.03,1102486,984290,2695232
2371 大同,12/28/1991,23417,14513084,294688,0,0,2263055,1732551,48605751,22144940,7.95,5.28,70.14,34092667,19370962,17455786
2371 大同,12/29/1992,18204,16713697,1215887,0,441847,2230689,1310017,51898501,24517844,8.98,6.14,67.8,35184804,20725517,16427137
2371 大同,12/31/1993,76059,19770007,3508614,0,0,2067246,1092179,54780411,25030755,11.27,6.17,63.91,35010404,19933156,14697617
2371 大同,12/31/1994,95250,31614885,5390747,756145,1200000,1695163,2190664,63874052,21904449,12.17,5.24,50.5,32259167,19768386,17323235
2371 大同,12/30/1995,94860,37312697,5886755,756187,1488000,1536603,1695802,77624716,27548794,10.67,5.19,51.93,40312019,19621777,20626256
2371 大同,12/31/1996,125345,42847479,7412281,670747,2425000,1535591,1201384,82918163,27491635,10.18,17.81,48.33,40070684,16818850,18897124
2371 大同,12/31/1997,103194,47807478,4017510,742216,1470000,1273049,1449735,82459647,27100352,0.93,14.33,42.02,34652169,15166045,19897081
2371 大同,12/31/1998,102939,45759258,-652963,764242,0,1056253,2590663,90356680,26856238,0.06,12.6,49.36,44597422,22988880,24796729
2371 大同,12/28/1999,156983,49772559,4630014,792076,1470568,938965,3756624,95465054,26220852,4.83,11.06,47.86,45692495,28200094,29199090
2371 大同,12/30/2000,50800,50335802,3527349,1042620,797628,1333572,4227106,104673033,27605135,4.84,10.17,51.91,54337231,35797981,33710241
2371 大同,12/31/2001,44415,41902197,-8649599,1120930,0,1500347,5202362,95474102,25620998,-6.96,9.66,56.11,53571905,30813301,28102586
2371 大同,12/31/2002,28838,38858011,-5112408,1240999,0,838277,2730742,95805340,26855521,-4.03,9.66,59.44,56947329,33963220,30165293
2371 大同,12/31/2003,36104,45002990,136098,1414433,0,626331,4362814,93670774,3981342,-0.45,8.91,51.96,48667784,32429760,34806179
