3950,23電子.csv
公司,年,市值(百萬元),dmv1,dmv2,股東權益總額,dna1,dna2,本期稅後淨利,de1,de2,營業費用─研究發展,rd1,rd2,普通股─現金股利,dd1,dd2,利息支出,di1,di2,現金及約當現金,dcash,資產總額,固定資產,ROA(C)稅前息前折舊前,ROAP,十大股東持股(不含董監)%,GOVP,負債比率％,負債總額,流動負債,流動資產
,,,dmv1,dmv2,,dna1,dna2,,de1,de2,,rd1,rd2,,dd1,dd2,,di1,di2,,dcash,,,,ROAP,,GOVP,,,,
2488 漢平,12/31/2010,1287,-412,111,1466648,-193657,-190233,94673,-12415,-70076,61733,-1969,-8523,95999,25999,-4000,5177,2288,-2810,428725,-101355,2173249,318682,5.86,6.61,27.05,23.62,32.51,706601,383406,850184
2488 漢平,12/30/2011,762,-525,-937,1391162,-75486,-269143,4434,-90239,-102654,55525,-6208,-8177,48000,-47999,-22000,4365,-812,1476,597764,169039,1901943,314152,3.81,5.86,27.59,27.05,26.86,510781,177096,754500
2489 瑞軒,12/28/1999,6601,NA,NA,2112561,NA,NA,242053,NA,NA,96556,NA,NA,0,NA,NA,1935,NA,NA,646070,NA,3324152,286941,9.08,NA,4.3,NA,36.45,1211591,1209799,2908252
2489 瑞軒,12/30/2000,3941,-2660,NA,3946421,1833860,NA,487807,245754,NA,132130,35574,NA,162200,162200,NA,14476,12541,NA,758737,112667,5587691,783403,12.2,9.08,15.87,4.3,29.37,1641270,1627521,3910722
2489 瑞軒,12/31/2001,12676,8735,6075,5148943,1202522,3036382,805098,317291,563045,134327,2197,37771,137234,-24966,137234,51448,36972,49513,687210,-71527,8791191,1006523,11.55,12.2,16.92,15.87,41.43,3642248,2747783,6715782
2489 瑞軒,12/31/2002,12718,42,8777,6625804,1476861,2679383,741011,-64087,253204,160342,26015,28212,255346,118112,93146,80663,29215,66187,1454930,767720,12203597,1049955,7.98,11.55,10.22,16.92,45.71,5577793,2359555,9921362
2489 瑞軒,12/31/2003,10996,-1722,-1680,6966900,341096,1817957,625738,-115273,-179360,213061,52719,78734,384484,129138,247250,109137,28474,57689,1090122,-364808,12642990,1184984,4.97,7.98,16.89,10.22,44.9,5676090,2420818,9530933
2489 瑞軒,12/31/2004,6571,-4425,-6147,6188289,-778611,-437515,125160,-500578,-615851,272038,58977,111696,216999,-167485,-38347,102215,-6922,21552,905398,-184724,11754159,1178738,2.79,4.97,13.58,16.89,47.35,5565870,2724156,8269174
2489 瑞軒,12/30/2005,6083,-488,-4913,5394646,-793643,-1572254,-260350,-385510,-886088,277237,5199,64176,0,-216999,-384484,90922,-11293,-18215,2164773,1259375,11720126,1166915,2.48,2.79,9.82,13.58,53.97,6325480,4032989,8357292
2489 瑞軒,12/29/2006,11701,5618,5130,6712385,1317739,524096,950633,1210983,825473,342681,65444,70643,349293,349293,132294,75492,-15430,-26723,2306602,141829,18662673,1116286,8.55,2.48,9.05,9.82,64.03,11950288,10630713,15192104
2489 瑞軒,12/31/2007,18744,7043,12661,10269315,3556930,4874669,1794481,843848,2054831,377409,34728,100172,398827,49534,398827,170137,94645,79215,2125724,-180878,27633502,1066397,11.25,8.55,12.39,9.05,62.84,17364187,11388975,23787164
2489 瑞軒,12/31/2008,6658,-12086,-5043,10368536,99221,3656151,964741,-829740,14108,454536,77127,111855,486690,87863,137397,265968,95831,190476,3846991,1721267,28073668,303755,6.92,11.25,4.6,12.39,63.07,17705132,12830008,23804924
2489 瑞軒,12/31/2009,28524,21866,9780,13666020,3297484,3396705,2003236,1038495,208755,785402,330866,407993,1455961,969271,1057134,115024,-150944,-55113,9540801,5693810,33192557,286929,8.2,6.92,4.88,4.6,58.83,19526537,12990203,28064376
2489 瑞軒,12/31/2010,21394,-7130,14736,15025085,1359065,4656549,2011584,8348,1046843,883113,97711,428577,1567067,111106,1080377,125267,10243,-140701,7248158,-2292643,40652857,332015,7.5,8.2,6.02,4.88,63.04,25627772,18950139,34154736
2489 瑞軒,12/30/2011,12940,-8454,-15584,14808089,-216996,1142069,1210801,-800783,-792435,783609,-99504,-1793,1270515,-296552,-185446,95015,-30252,-20009,11263638,4015480,33929094,343647,2.91,7.5,4.11,6.02,56.36,19121005,15477623,26573103
2491 吉祥全,12/30/2000,7683,NA,NA,9830470,NA,NA,1026778,NA,NA,39169,NA,NA,81392,NA,NA,135842,NA,NA,1641280,NA,13309633,7016673,15.58,NA,6.39,NA,26.14,3479163,2135168,4140703
2491 吉祥全,12/31/2001,7499,-184,NA,8572007,-1258463,NA,-1071859,-2098637,NA,34464,-4705,NA,0,-81392,NA,210171,74329,NA,188010,-1453270,13504479,4358359,-4.99,15.58,6.96,6.39,36.52,4932472,3119355,1258840
2491 吉祥全,12/31/2002,7448,-51,-235,12354729,3782722,2524259,64059,1135918,-962719,30595,-3869,-8574,0,0,-81392,278319,68148,142477,824036,636026,16582964,3737420,4,-4.99,3.51,6.96,25.5,4228235,3168069,4937597
2491 吉祥全,12/31/2003,7619,171,120,14301802,1947073,5729795,115699,51640,1187558,90100,59505,55636,0,0,0,174808,-103511,-35363,69067,-754969,18636451,3387019,3.48,4.0,7.82,3.51,23.26,4334649,3768563,5258062
2491 吉祥全,12/31/2004,1080,-6539,-6368,2519154,-11782648,-9835575,-11856388,-11972087,-11920447,46124,-43976,15529,0,0,0,109086,-65722,-169233,15436,-53631,4743606,2212260,-63.23,3.48,12.17,7.82,46.89,2224452,606699,692073
2491 吉祥全,12/30/2005,748,-332,-6871,2270982,-248172,-12030820,-248172,11608216,-363871,26577,-19547,-63523,0,0,0,39687,-69399,-135121,18799,3363,4164817,1906264,-1.84,-63.23,15.06,12.17,45.47,1893835,564191,460492
2491 吉祥全,12/29/2006,1648,900,568,2211461,-59521,-307693,-61350,186822,11795038,27107,530,-19017,0,0,0,57461,17774,-51625,50700,31901,4009052,1676756,6.9,-1.84,36.44,15.06,44.84,1797591,670890,448239
2491 吉祥全,12/31/2007,3438,1790,2690,2007597,-203864,-263385,-203241,-141891,44931,25492,-1615,-1085,0,0,0,42532,-14929,2845,10430,-40270,3694579,1467504,1.79,6.9,52.66,36.44,45.66,1686982,555659,295593
2491 吉祥全,12/31/2009,753,-2685,-895,741926,-1265671,-1469535,-767191,-563950,-705841,19468,-6024,-7639,0,0,0,19907,-22625,-37554,15384,4954,2189135,147916,-8.3,1.79,7.04,52.66,66.11,1447209,435374,234554
2491 吉祥全,12/31/2010,401,-352,-3037,958093,216167,-1049504,94510,861701,297751,3390,-16078,-22102,0,0,0,8300,-11607,-34232,22429,7045,1602656,102384,-2.45,-8.3,9.35,7.04,40.22,644563,170416,124191
2491 吉祥全,12/30/2011,398,-3,-355,710740,-247353,-31186,-397995,-492505,369196,1998,-1392,-17470,0,0,0,3012,-5288,-16895,18045,-4384,1365491,75578,-23.62,-2.45,22.11,9.35,47.95,654751,204932,135704
2492 華新科,12/31/1997,2937,NA,NA,1996188,NA,NA,110476,NA,NA,32039,NA,NA,0,NA,NA,30706,NA,NA,74897,NA,2761663,1145636,7.33,NA,0,NA,27.72,765475,501464,1291333
2492 華新科,12/31/1998,1270,-1667,NA,1647153,-349035,NA,-343263,-453739,NA,15509,-16530,NA,0,0,NA,43439,12733,NA,24465,-50432,2892613,1297368,-5.08,7.33,4.13,0.0,43.06,1245460,1100575,1263353
2492 華新科,12/28/1999,10164,8894,7227,1847073,199920,-149115,201665,544928,91189,24862,9353,-7177,0,0,0,26657,-16782,-4049,37700,13235,3441119,1372825,7.09,-5.08,26.86,4.13,46.32,1594046,1489169,1852958
2492 華新科,12/30/2000,6142,-4022,4872,7226815,5379742,5579662,1086806,885141,1430069,78355,53493,62846,0,0,0,37235,10578,-6204,455053,417353,9250571,3198622,22.77,7.09,12.31,26.86,21.88,2023756,1916656,5666762
2492 華新科,12/31/2001,11571,5429,1407,7042631,-184184,5195558,-165670,-1252476,-367335,199256,120901,174394,0,0,0,53015,15780,26358,377982,-77071,10673798,3755809,1.31,22.77,6.73,12.31,34.02,3631167,3598971,5483624
2492 華新科,12/31/2002,5016,-6555,-1126,7640997,598366,414182,205301,370971,-881505,195284,-3972,116929,83700,83700,83700,86336,33321,49101,1348888,970906,11858281,3828591,5.2,1.31,6.73,6.73,35.56,4217284,1987747,6258356
2492 華新科,12/31/2003,9333,4317,-2238,8887961,1246964,1845330,171118,-34183,336788,211255,15971,11999,72480,-11220,72480,41499,-44837,-11516,1655277,306389,14319405,3386217,4.88,5.2,8.95,6.73,37.93,5431444,3734269,6318913
2492 華新科,12/31/2004,7150,-2183,2134,9654581,766620,2013584,417019,245901,211718,152476,-58779,-42808,79106,6626,-4594,19380,-22119,-66956,420791,-1234486,14584597,4048612,6.47,4.88,0.92,8.95,33.8,4930016,3717976,4830234
2492 華新科,12/30/2005,15046,7896,5713,12904081,3249500,4016120,734525,317506,563407,169830,17354,-41425,295692,216586,223212,34676,15296,-6823,252496,-168295,16515276,3703643,8.74,6.47,8.22,0.92,21.87,3611195,3449219,5257190
2492 華新科,12/29/2006,18298,3252,11148,15668831,2764750,6014250,1664523,929998,1247504,174003,4173,21527,1175138,879446,1096032,34760,84,15380,52155,-200341,19728138,4279800,12.76,8.74,14.23,8.22,20.58,4059307,3922659,5019594
2492 華新科,12/31/2007,13700,-4598,-1346,16210335,541504,3306254,1266179,-398344,531654,227584,53581,57754,241889,-933249,-53803,110902,76142,76226,96471,44316,24769136,5769828,9.94,12.76,12.54,14.23,34.55,8558801,4901756,5017330
2492 華新科,12/31/2008,4302,-9398,-13996,15162978,-1047357,-505853,-605044,-1871223,-2269567,225906,-1678,51903,0,-241889,-1175138,191898,80996,157138,655741,559270,22305833,5022423,3.08,9.94,16.36,12.54,32.02,7142855,3529263,3912899
2492 華新科,12/31/2009,13408,9106,-292,15119409,-43569,-1090926,-436303,168741,-1702482,239106,13200,11522,0,0,-241889,95041,-96857,-15861,37535,-618206,20547303,4129786,2.32,3.08,15.78,16.36,26.42,5427894,2891219,3127532
2492 華新科,12/31/2010,13146,-262,8844,15363203,243794,200225,952566,1388869,1557610,294210,55104,68304,85732,85732,85732,71439,-23602,-120459,320282,282747,20413754,3655499,9.4,2.32,13.52,15.78,24.74,5050551,3451887,3058952
2492 華新科,12/30/2011,5568,-7578,-7840,14724633,-638570,-394776,-1057342,-2009908,-621039,272074,-22136,32968,0,-85732,0,66838,-4601,-28203,339843,19561,21286720,3628883,0.14,9.4,12.07,13.52,30.83,6562087,1991685,2898483
2493 揚博,12/31/2002,1568,NA,NA,1798408,NA,NA,46955,NA,NA,54380,NA,NA,30360,NA,NA,12466,NA,NA,214113,NA,2533990,625553,2.1,NA,0,NA,29.03,735582,526197,1555727
2493 揚博,12/31/2003,1139,-429,NA,1555715,-242693,NA,-161295,-208250,NA,36635,-17745,NA,0,-30360,NA,19812,7346,NA,201908,-12205,2768156,617916,-2.76,2.1,22.78,0.0,43.8,1212441,665482,1815054
2493 揚博,12/31/2004,1269,130,-299,1610533,54818,-187875,102231,263526,55276,31122,-5513,-23258,29420,29420,-940,25526,5714,13060,269852,67944,3229782,558622,5.86,-2.76,20.19,22.78,50.13,1619249,1064839,2301652
2493 揚博,12/30/2005,1540,271,401,1823433,212900,267718,127567,25336,288862,22700,-8422,-13935,78990,49570,78990,33339,7813,13527,280922,11070,3038764,546437,8.28,5.86,18.15,20.19,39.99,1215331,1048119,2234764
2493 揚博,12/29/2006,1694,154,425,1860687,37254,250154,117248,-10319,15017,26449,3749,-4673,82071,3081,52651,16789,-16550,-8737,239254,-41668,2760096,550919,5.15,8.28,16.89,18.15,32.59,899409,823448,2072575
2493 揚博,12/31/2007,1376,-318,-164,1900772,40085,77339,127889,10641,322,35031,8582,12331,81771,-300,2781,11047,-5742,-22292,126915,-112339,2690313,539151,6.62,5.15,9.93,16.89,29.35,789541,722738,1954685
2493 揚博,12/31/2008,808,-568,-886,1744346,-156426,-116341,37497,-90392,-79751,37518,2487,11069,28609,-53162,-53462,5124,-5923,-11665,99641,-27274,2098290,529667,6.01,6.62,10.31,9.93,16.87,353944,294175,1430240
2493 揚博,12/31/2009,2517,1709,1141,2051495,307149,150723,-40885,-78382,-168774,26390,-11128,-8641,0,-28609,-81771,1716,-3408,-9331,110354,10713,2435727,514846,-1.61,6.01,13.42,10.31,15.77,384232,335745,1405386
2493 揚博,12/31/2010,2031,-486,1223,2101810,50315,357464,206256,247141,168759,35050,8660,-2468,171656,171656,143047,1513,-203,-3611,229866,119512,2958834,509749,8.34,-1.61,9.43,13.42,28.96,857024,787579,2066660
2493 揚博,12/30/2011,2305,274,-212,2174413,72603,122918,396817,190561,437702,36317,1267,9927,331868,160212,331868,1374,-139,-342,504410,274544,3214388,505803,16.66,8.34,18.77,9.43,32.35,1039975,986521,2486168
2495 普安,12/31/2002,5650,NA,NA,1510051,NA,NA,297210,NA,NA,161399,NA,NA,108665,NA,NA,17,NA,NA,47573,NA,1694081,297462,20.51,NA,15.36,NA,10.86,184030,135353,1174681
2495 普安,12/31/2003,13890,8240,NA,2313979,803928,NA,916133,618923,NA,209308,47909,NA,311450,202785,NA,14,-3,NA,189501,141928,2602807,313480,44.25,20.51,23.07,15.36,11.1,288828,214913,2061502
2495 普安,12/31/2004,11801,-2089,6151,3249739,935760,1739688,1217829,301696,920619,232981,23673,71582,685856,374406,577191,5,-9,-12,738280,548779,3679203,327722,39.41,44.25,15.43,23.07,11.67,429464,270424,3230905
2495 普安,12/30/2005,10397,-1404,-3493,3830032,580293,1516053,1249026,31197,332893,307641,74660,98333,835156,149300,523706,23,18,9,333537,-404743,4342010,515932,31.26,39.41,16.05,15.43,11.79,511978,321439,3636648
2495 普安,12/29/2006,12220,1823,419,3968739,138707,719000,1094603,-154423,-123226,363388,55747,130407,694500,-140656,8644,11,-12,6,1484826,1151289,4801254,517230,22.87,31.26,17.94,16.05,17.34,832515,593448,4001444
2495 普安,12/31/2007,12811,591,2414,4818666,849927,988634,1565731,471128,316705,257932,-105456,-49709,903000,208500,67844,7,-4,-16,1722504,237678,5347824,504178,31.24,22.87,17.27,17.94,9.89,529158,292304,4565041
2495 普安,12/31/2008,6758,-6053,-5462,4774283,-44383,805544,1111546,-454185,16943,258227,295,-105161,867961,-35039,173461,12,5,1,1713014,-9490,5311339,481755,22.18,31.24,18.71,17.27,10.11,537056,296568,4475810
2495 普安,12/31/2009,16236,9478,3425,4739557,-34726,-79109,779573,-331973,-786158,306679,48452,48747,708987,-158974,-194013,17,5,10,1471872,-241142,5268928,472238,15.07,22.18,19.33,18.71,10.05,529371,308483,4260960
2495 普安,12/31/2010,11566,-4670,4808,4561425,-178132,-212858,550126,-229447,-561420,309344,2665,51117,623908,-85079,-244053,22,5,10,1485735,13863,5053310,595935,14.31,15.07,27.85,19.33,9.73,491885,320047,3997219
2495 普安,12/30/2011,6839,-4727,-9397,4261181,-300244,-478376,320118,-230008,-459455,401112,91768,94433,283595,-340313,-425392,2,-20,-15,1512811,27076,4800737,577079,9.28,14.31,29.62,27.85,11.24,539556,307379,3753136
2496 卓越,12/31/2002,877,NA,NA,670297,NA,NA,-167993,NA,NA,17303,NA,NA,0,NA,NA,2805,NA,NA,110866,NA,837978,185416,-13.29,NA,18.61,NA,20.01,167681,166028,578038
2496 卓越,12/31/2003,568,-309,NA,448852,-221445,NA,-219955,-51962,NA,21944,4641,NA,0,0,NA,12125,9320,NA,141399,30533,907484,259742,-20.53,-13.29,12.86,18.61,50.54,458632,103606,553816
2496 卓越,12/31/2004,179,-389,-698,265320,-183532,-404977,-181208,38747,-13215,14765,-7179,-2538,0,0,0,9723,-2402,6918,60931,-80468,712008,396029,-14.52,-20.53,12.74,12.86,62.74,446688,96901,245425
2496 卓越,12/30/2005,85,-94,-483,117372,-147948,-331480,-149167,32041,70788,12906,-1859,-9038,0,0,0,18271,8548,6146,20988,-39943,559855,348933,-12.96,-14.52,18.82,12.74,79.04,442483,437896,140268
2496 卓越,12/29/2006,104,19,-75,14019,-103353,-251301,-103027,46140,78181,10241,-2665,-4524,0,0,0,19449,1178,9726,8382,-12606,471183,178554,-8.41,-12.96,18.09,18.82,97.02,457164,452666,94873
2496 卓越,12/31/2007,147,43,62,27478,13459,-89894,-194945,-91918,-45778,8413,-1828,-4493,0,0,0,15069,-4380,-3202,5112,-3270,363056,147874,-33.22,-8.41,42.99,18.09,92.43,335578,331096,54204
2496 卓越,12/31/2008,415,268,311,195590,168112,181571,-349160,-154215,-246133,8995,582,-1246,0,0,0,3533,-11536,-15916,7912,2800,292128,103203,-88.51,-33.22,34.12,42.99,33.05,96538,87196,131134
2496 卓越,12/31/2009,876,461,729,178303,-17287,150825,-47287,301873,147658,11389,2394,2976,0,0,0,575,-2958,-14494,26236,18324,216522,131466,-14.53,-88.51,46.39,34.12,17.65,38219,34856,77557
2496 卓越,12/31/2010,225,-651,-190,122333,-55970,-73257,-55970,-8683,293190,13329,1940,4334,0,0,0,650,75,-2883,62494,36258,223989,33439,-19.94,-14.53,45.41,46.39,45.38,101656,65357,182684
2496 卓越,12/30/2011,158,-67,-718,60093,-62240,-118210,-62240,-6270,-14953,18157,4828,6768,0,0,0,626,-24,51,18754,-43740,130543,32691,-31.12,-19.94,32.69,45.41,53.97,70450,30399,90573
2497 怡利電,12/31/2002,2519,NA,NA,1022844,NA,NA,130460,NA,NA,76552,NA,NA,16617,NA,NA,7696,NA,NA,15977,NA,1344013,483256,15.3,NA,5.08,NA,23.9,321169,264189,574456
2497 怡利電,12/31/2003,2048,-471,NA,1035352,12508,NA,36945,-93515,NA,81771,5219,NA,0,-16617,NA,4518,-3178,NA,14157,-1820,1225057,489429,4.96,15.3,20.56,5.08,15.49,189705,149750,441106
2497 怡利電,12/31/2004,1470,-578,-1049,1025109,-10243,2265,3407,-33538,-127053,86579,4808,10027,0,0,-16617,4472,-46,-3224,29990,15833,1622404,513501,3.33,4.96,16.35,20.56,36.82,597295,363441,735203
2497 怡利電,12/30/2005,1714,244,-334,1012019,-13090,-23333,-22016,-25423,-58961,75896,-10683,-5875,0,0,0,5549,1077,1031,53380,23390,1486941,491773,1.09,3.33,24.54,16.35,31.94,474922,335043,661091
2497 怡利電,12/29/2006,2298,584,828,1027268,15249,2159,6803,28819,3396,79138,3242,-7441,0,0,0,4304,-1245,-168,64732,11352,1416320,471532,2.03,1.09,21.94,24.54,27.47,389052,384406,534283
2497 怡利電,12/31/2007,4687,2389,2973,1157240,129972,145221,94417,87614,116433,100781,21643,24885,9735,9735,9735,4592,288,-957,44310,-20422,1640904,460824,9.24,2.03,21.43,21.94,29.48,483664,460317,705279
2497 怡利電,12/31/2008,1227,-3460,-1071,955744,-201496,-71524,-208931,-303348,-215734,92740,-8041,13602,0,-9735,0,6972,2380,2668,113379,69069,1266917,443818,-12.05,9.24,19.03,21.43,24.56,311173,287208,441739
2497 怡利電,12/31/2009,2589,1362,-2098,810890,-144854,-346350,-151054,57877,-245471,64050,-28690,-36731,0,0,-9735,3424,-3548,-1168,13860,-99519,1205332,419823,-11.34,-12.05,26.26,19.03,32.72,394442,376353,479228
2497 怡利電,12/31/2010,2256,-333,1029,887646,76756,-68098,81505,232559,290436,75163,11113,-17577,0,0,0,3881,457,-3091,27750,13890,1362175,399961,12.15,-11.34,25.6,26.26,34.84,474529,450693,617637
2497 怡利電,12/30/2011,2256,0,-333,1144367,256721,333477,168522,87017,319576,99347,24184,35297,0,0,0,4178,297,754,87565,59815,1755420,392745,15.66,12.15,26.46,25.6,34.81,611053,271931,839393
2498 宏達電,12/31/2002,24082,NA,NA,4365430,NA,NA,1464454,NA,NA,699486,NA,NA,325440,NA,NA,38524,NA,NA,139240,NA,9540378,2288487,24.12,NA,36.01,NA,54.24,5174948,5097949,6787550
2498 宏達電,12/31/2003,27036,2954,NA,7645748,3280318,NA,1850732,386278,NA,1048189,348703,NA,656194,330754,NA,27404,-11120,NA,4773077,4633837,15862171,2234005,19.78,24.12,34.83,36.01,51.8,8216423,8184249,13118636
2498 宏達電,12/31/2004,42275,15239,18193,11369422,3723674,7003992,3855346,2004614,2390892,1993972,945783,1294486,1443816,787622,1118376,29367,1963,-9157,6148201,1375124,22541076,2518942,23.73,19.78,23.97,34.83,49.56,11171654,9421405,19391836
2498 宏達電,12/30/2005,219921,177646,192885,22985541,11616119,15339793,11781944,7926598,9931212,2399315,405343,1351126,4998224,3554408,4342030,19821,-9546,-7583,16196448,10048247,39921272,2495256,41.01,23.73,18.51,23.97,42.42,16935731,16935170,36616174
2498 宏達電,12/29/2006,281490,61569,239215,42572218,19586677,31202796,25247327,13465383,21391981,2954427,555112,960455,11685470,6687246,10241654,298,-19523,-29069,34397388,18200940,65994177,2909624,52.17,41.01,13.83,18.51,35.49,23421959,23421319,61810772
2498 宏達電,12/31/2007,343306,61816,123385,56075779,13503561,33090238,28938862,3691535,17156918,3866148,911721,1466833,19486547,7801077,14488323,241,-57,-19580,55036232,20638844,90444546,3715901,41.94,52.17,12.8,13.83,38,34368767,34368139,83172719
2498 宏達電,12/31/2008,247013,-96293,-34477,60661486,4585707,18089268,28635349,-303513,3388022,9617768,5751620,6663341,20125634,639087,8440164,232,-9,-66,61826873,6790641,115226362,7375651,31.81,41.94,15.87,12.8,47.35,54564876,54558470,101271990
2498 宏達電,12/31/2009,289144,42131,-54162,65640450,4978964,9564671,22608902,-6026447,-6329960,8600369,-1017399,4734221,20122332,-3302,635785,131,-101,-110,61676464,-150409,119621942,8314177,22.05,31.81,19.09,15.87,45.13,53981492,53980282,101503673
2498 宏達電,12/31/2010,735887,446743,488874,74714494,9074044,14053008,39533600,16924698,10898251,12694850,4094481,3077082,29891089,9768757,9765455,46,-85,-186,66282076,4605612,184050453,10941230,29.45,22.05,18.28,19.09,59.41,109335959,109335331,156875067
2498 宏達電,12/30/2011,423469,-312418,134325,101426596,26712102,35786146,61975796,22442196,39366894,16960163,4265313,8359794,33249085,3357996,13126753,10265,10219,10134,78872320,12590244,248110923,15422345,32.83,29.45,18.46,18.28,59.12,146684327,146683699,180204464
2499 東貝,12/31/2002,3585,NA,NA,1890647,NA,NA,172347,NA,NA,36025,NA,NA,19703,NA,NA,16686,NA,NA,114224,NA,2843872,592005,10.12,NA,13.26,NA,33.52,953225,451936,1377041
2499 東貝,12/31/2003,3583,-2,NA,2055754,165107,NA,164668,-7679,NA,44399,8374,NA,99566,79863,NA,13469,-3217,NA,207845,93621,3236927,642174,8.51,10.12,15.56,13.26,36.49,1181173,790091,1692885
2499 東貝,12/31/2004,4119,536,534,2446381,390627,555734,429287,264619,256940,49017,4618,12992,133864,34298,114161,3618,-9851,-13068,360487,152642,4041416,812408,10.59,8.51,14.3,15.56,39.47,1595035,771765,2197937
2499 東貝,12/30/2005,6435,2316,2852,2799310,352929,743556,224122,-205165,59454,56892,7875,12493,65668,-68196,-33898,3129,-489,-10340,317317,-43170,4847061,854905,7.01,10.59,13.13,14.3,42.25,2047751,1329122,2814200
2499 東貝,12/29/2006,6364,-71,2245,3190944,391634,744563,56730,-167392,-372557,82039,25147,33022,21270,-44398,-112594,14908,11779,11290,115900,-201417,5287261,888440,1.09,7.01,13.51,13.13,39.65,2096317,2090554,2971095
2499 東貝,12/31/2007,6592,228,157,3773990,583046,974680,85944,29214,-138178,72580,-9459,15688,34070,12800,-31598,22861,7953,19732,88932,-26968,6232634,1020495,3.36,1.09,9.99,13.51,39.45,2458644,2452306,3382450
2499 東貝,12/31/2008,2126,-4466,-4238,3403246,-370744,212302,-147304,-233248,-204034,91904,19324,9865,0,-34070,-21270,44841,21980,29933,467408,378476,6611633,938280,1.8,3.36,10.37,9.99,48.53,3208387,2122861,3712029
